# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=1
# for k=1.04437e-05 to 1.08871 h/Mpc,
# number of wavenumbers equal to 603
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_tot                  8:phi                    9:psi                
       1.044373164702e-05      -7.997807352212e-04      -6.000094941230e-04      -6.000095177680e-04      -7.997719105605e-04      -6.005708860456e-04      -6.000815316874e-04       5.735116854846e-01       5.732935721025e-01 
       2.330863079174e-05      -3.979144919322e-03      -2.988671991754e-03      -2.988672578268e-03      -3.978926166246e-03      -2.991291411095e-03      -2.989028807863e-03       5.735083874245e-01       5.732906202966e-01 
       3.621867756780e-05      -9.588056317723e-03      -7.216163872690e-03      -7.216167290447e-03      -9.586783052328e-03      -7.221732743095e-03      -7.217016845036e-03       5.735025463393e-01       5.732853907865e-01 
       4.920852089118e-05      -1.764653887930e-02      -1.332038418748e-02      -1.332039582584e-02      -1.764221031399e-02      -1.332865030534e-02      -1.332193591792e-02       5.734941173093e-01       5.732778424015e-01 
       6.231338151706e-05      -2.818687655072e-02      -2.135954907574e-02      -2.135957897641e-02      -2.817578013611e-02      -2.136855410633e-02      -2.136198932627e-02       5.734830264113e-01       5.732679069057e-01 
       7.556936531419e-05      -4.125305374936e-02      -3.141323264117e-02      -3.141329724715e-02      -4.122914362119e-02      -3.141866512086e-02      -3.141673351334e-02       5.734691699713e-01       5.732554883870e-01 
       8.901378653462e-05      -5.689999740631e-02      -4.358384281778e-02      -4.358396702821e-02      -5.685418076255e-02      -4.357827175100e-02      -4.358855287126e-02       5.734524188934e-01       5.732404676760e-01 
       1.026855053684e-04      -7.519254015472e-02      -5.799857024673e-02      -5.799878987984e-02      -7.511184438518e-02      -5.797051743776e-02      -5.800460719174e-02       5.734326087005e-01       5.732226922352e-01 
       1.166252841059e-04      -9.620400752269e-02      -7.481186431136e-02      -7.481222910760e-02      -9.607059207595e-02      -7.474466388976e-02      -7.481930583841e-02       5.734095442451e-01       5.732019812191e-01 
       1.308761662632e-04      -1.200142885868e-01      -9.420850232376e-02      -9.420907965634e-02      -1.198042625427e-01      -9.407888292882e-02      -9.421737453279e-02       5.733829913063e-01       5.731781169192e-01 
