# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)p_ncdm[0]          14:(.)rho_lambda         15:(.)rho_ur             16:(.)rho_crit           17:gr.fac. D             18:gr.fac. f          
       9.326212236469e+13       8.690112379293e-26       4.969479050487e-09       1.876594704725e+22       1.417360642168e+04       1.519760226586e-10       1.321860616448e+18       2.869288254780e-09       2.081614238068e+44       1.988512843847e+33       1.080360327744e+34       1.436967848720e+44       4.789892829068e+43       3.493499587839e-08       3.025598886470e+41       3.521607685803e+44       7.827838400708e-07       1.433565615564e+01 
       9.261382558559e+13       8.812199768110e-26       5.004039849155e-09       1.850595685934e+22       1.417360642168e+04       1.530398548172e-10       1.312671913057e+18       2.889373272563e-09       2.024334923495e+44       1.947331947224e+33       1.057986719693e+34       1.397427125020e+44       4.658090416733e+43       3.493499587839e-08       2.942344156933e+41       3.424704392797e+44       8.610622240778e-07       1.303241468694e+01 
       9.197003533823e+13       8.936002362652e-26       5.040419637226e-09       1.824956866911e+22       1.417360642168e+04       1.541111338009e-10       1.303547083472e+18       2.909598885471e-09       1.968631751041e+44       1.907003882029e+33       1.036076455514e+34       1.358974434592e+44       4.529914781972e+43       3.493499587839e-08       2.861380329215e+41       3.330467566085e+44       9.393406080848e-07       1.194638012970e+01 
       9.133072029615e+13       9.061544259845e-26       5.074980435893e-09       1.799673257319e+22       1.417360642168e+04       1.551899117375e-10       1.294485683686e+18       2.929966077669e-09       1.914461350357e+44       1.867510986638e+33       1.014619939636e+34       1.321579838267e+44       4.405266127557e+43       3.493499587839e-08       2.782644365080e+41       3.238823833109e+44       1.017618992092e-06       1.102742781203e+01 
       9.069584935070e+13       9.188849895151e-26       5.109541234560e-09       1.774739935959e+22       1.417360642168e+04       1.562762411197e-10       1.285487272777e+18       2.950475840213e-09       1.861781544502e+44       1.828835965191e+33       9.936077752061e+33       1.285214220707e+44       4.284047402356e+43       3.493499587839e-08       2.706074960904e+41       3.149701840287e+44       1.095897376099e-06       1.023975439688e+01 
       9.006539160943e+13       9.317944047328e-26       5.145921022631e-09       1.750152049811e+22       1.417360642168e+04       1.573701748075e-10       1.276551412887e+18       2.971129171094e-09       1.810551317112e+44       1.790961880015e+33       9.730307599754e+33       1.249849267731e+44       4.166164225771e+43       3.493499587839e-08       2.631612499940e+41       3.063032197459e+44       1.174175760106e-06       9.557104103757e+00 
       8.943931639467e+13       9.448851843249e-26       5.182300810702e-09       1.725904813092e+22       1.417360642168e+04       1.584717660311e-10       1.267677669202e+18       2.991927075292e-09       1.760730780460e+44       1.753872144203e+33       9.528798822673e+33       1.215457444277e+44       4.051524814257e+43       3.493499587839e-08       2.559199005901e+41       2.978747423856e+44       1.252454144113e-06       8.959785097272e+00 
       8.881759324197e+13       9.581598762794e-26       5.218680598773e-09       1.701993506322e+22       1.417360642168e+04       1.595810683934e-10       1.258865609933e+18       3.012870564819e-09       1.712281144399e+44       1.717550514356e+33       9.331463170318e+33       1.182011972956e+44       3.940039909853e+43       3.493499587839e-08       2.488778097822e+41       2.896781895563e+44       1.330732528120e-06       8.432738915079e+00 
       8.820019189868e+13       9.716210643812e-26       5.255060386844e-09       1.678413475407e+22       1.417360642168e+04       1.606981358721e-10       1.250114806289e+18       3.033960658772e-09       1.665164686165e+44       1.681981083465e+33       9.138214219804e+33       1.149486813207e+44       3.831622710690e+43       3.493499587839e-08       2.420294946160e+41       2.817071794426e+44       1.409010912127e-06       7.964253419797e+00 
       8.758708232243e+13       9.852713687147e-26       5.291440174915e-09       1.655160130730e+22       1.417360642168e+04       1.618230228232e-10       1.241424832462e+18       3.055198383384e-09       1.619344721000e+44       1.647148273944e+33       8.948967338012e+33       1.117856641023e+44       3.726188803409e+43       3.493499587839e-08       2.353696230103e+41       2.739555058359e+44       1.487289296134e-06       7.545082187175e+00 
       8.697823467967e+13       9.991134461737e-26       5.329638952389e-09       1.632228946264e+22       1.417360642168e+04       1.629557839830e-10       1.232795265602e+18       3.076584772067e-09       1.574785573594e+44       1.613036830811e+33       8.763639644521e+33       1.087096829230e+44       3.623656097432e+43       3.493499587839e-08       2.288930096057e+41       2.664171333023e+44       1.565567680141e-06       7.167828077816e+00 
       8.637361934426e+13       1.013149990979e-25       5.366018740460e-09       1.609615458685e+22       1.417360642168e+04       1.640964744709e-10       1.224225685802e+18       3.098120865472e-09       1.531452550306e+44       1.579631815005e+33       8.582149975315e+33       1.057183428315e+44       3.523944761049e+43       3.493499587839e-08       2.225946117272e+41       2.590861924839e+44       1.643846064148e-06       6.826502931254e+00 
       8.577320689599e+13       1.027383735202e-25       5.404217517935e-09       1.587315266507e+22       1.417360642168e+04       1.652451497922e-10       1.215715676069e+18       3.119807711530e-09       1.489311912151e+44       1.546918596845e+33       8.404418847237e+33       1.028093147779e+44       3.426977159264e+43       3.493499587839e-08       2.164695254580e+41       2.519569755285e+44       1.722124448155e-06       6.516207343469e+00 
       8.517696811915e+13       1.041817449298e-25       5.440597306006e-09       1.565324029220e+22       1.417360642168e+04       1.664018658407e-10       1.207264822313e+18       3.141646365510e-09       1.448330848536e+44       1.514882849619e+33       8.230368423176e+33       9.998033380031e+43       3.332677793344e+43       3.493499587839e-08       2.105129818211e+41       2.450239316454e+44       1.800402832162e-06       6.232893980709e+00 
       8.458487400115e+13       1.056453942643e-25       5.478796083480e-09       1.543637466454e+22       1.417360642168e+04       1.675666789016e-10       1.198872713320e+18       3.163637890069e-09       1.408477451704e+44       1.483510543315e+33       8.059922477980e+33       9.722919726110e+43       3.240973242037e+43       3.493499587839e-08       2.047203430665e+41       2.382816627841e+44       1.878681216169e-06       5.973190064846e+00 
       8.399689573103e+13       1.071296064083e-25       5.518813850358e-09       1.522251357138e+22       1.417360642168e+04       1.687396456539e-10       1.190538940735e+18       3.185783355299e-09       1.369720691902e+44       1.452787938474e+33       7.893006365077e+33       9.455376313225e+43       3.151792104408e+43       3.493499587839e-08       1.990870990602e+41       2.317249194309e+44       1.956959600175e-06       5.734262462252e+00 
       8.341300469814e+13       1.086346702488e-25       5.557012627833e-09       1.501161538681e+22       1.417360642168e+04       1.699208231735e-10       1.182263099041e+18       3.208083838786e-09       1.332030393213e+44       1.422701580172e+33       7.729546983776e+33       9.195194832743e+43       3.065064944248e+43       3.493499587839e-08       1.936088637724e+41       2.253485965216e+44       2.035237984182e-06       5.513713906012e+00 
       8.283317249071e+13       1.101608787311e-25       5.595211405307e-09       1.480363906164e+22       1.417360642168e+04       1.711102689357e-10       1.174044785543e+18       3.230540425657e-09       1.295377210063e+44       1.393238292127e+33       7.569472747261e+33       8.942172708011e+43       2.980724236004e+43       3.493499587839e-08       1.882813718628e+41       2.191477294673e+44       2.113516368189e-06       5.309502279863e+00 
       8.225737089444e+13       1.117085289164e-25       5.635229172185e-09       1.459854411536e+22       1.417360642168e+04       1.723080408182e-10       1.165883600340e+18       3.253154208637e-09       1.259732604377e+44       1.364385170934e+33       7.412713551232e+33       8.696112936635e+43       2.898704312212e+43       3.493499587839e-08       1.831004753595e+41       2.131174902882e+44       2.191794752196e-06       5.119877198439e+00 
       8.168557189121e+13       1.132779220391e-25       5.673427949660e-09       1.439629062833e+22       1.417360642168e+04       1.735141971040e-10       1.157779146316e+18       3.275926288097e-09       1.225068823353e+44       1.336129580404e+33       7.259200743210e+33       8.456823937092e+43       2.818941312364e+43       3.493499587839e-08       1.780621404294e+41       2.072531838553e+44       2.270073136203e-06       4.943329708838e+00 
       8.111774765760e+13       1.148693635658e-25       5.713445716538e-09       1.419683923393e+22       1.417360642168e+04       1.747287964837e-10       1.149731029112e+18       3.298857772114e-09       1.191358877859e+44       1.308459146041e+33       7.108867092464e+33       8.224119399563e+43       2.741373133188e+43       3.493499587839e-08       1.731624442375e+41       2.015502442341e+44       2.348351520210e-06       4.778552051877e+00 
       8.055387056366e+13       1.164831632546e-25       5.753463483416e-09       1.400015111098e+22       1.417360642168e+04       1.759518980591e-10       1.141738857112e+18       3.321949776518e-09       1.158576521413e+44       1.281361749615e+33       6.961646760573e+33       7.997818140876e+43       2.665939380292e+43       3.493499587839e-08       1.683975718926e+41       1.960042311302e+44       2.426629904217e-06       4.624405211493e+00 
       7.999391317146e+13       1.181196352151e-25       5.793481250294e-09       1.380618797610e+22       1.417360642168e+04       1.771835613455e-10       1.133802241422e+18       3.345203424954e-09       1.126696229756e+44       1.254825523857e+33       6.817475272590e+33       7.777743963435e+43       2.592581321145e+43       3.493499587839e-08       1.637638134770e+41       1.906108264315e+44       2.504908288224e-06       4.479892548634e+00 
       7.943784823382e+13       1.197790979703e-25       5.835318006575e-09       1.361491207634e+22       1.417360642168e+04       1.784238462749e-10       1.125920795851e+18       3.368619848928e-09       1.095693180972e+44       1.228838847262e+33       6.676289488803e+33       7.563725518036e+43       2.521241839345e+43       3.493499587839e-08       1.592575611578e+41       1.853658308466e+44       2.583186672231e-06       4.344138228979e+00 
       7.888564869297e+13       1.214618745176e-25       5.875335773453e-09       1.342628618178e+22       1.417360642168e+04       1.796728131988e-10       1.118094136893e+18       3.392200187871e-09       1.065543236164e+44       1.203390339001e+33       6.538027577087e+33       7.355596170450e+43       2.451865390150e+43       3.493499587839e-08       1.548753063784e+41       1.802651606350e+44       2.661465056238e-06       4.216369457538e+00 
       7.833728767921e+13       1.231682923927e-25       5.917172529735e-09       1.324027357828e+22       1.417360642168e+04       1.809305228912e-10       1.110321883707e+18       3.415945589186e-09       1.036222920661e+44       1.178468853932e+33       6.402628985822e+33       7.153193871688e+43       2.384397957229e+43       3.493499587839e-08       1.506136371260e+41       1.753048444277e+44       2.739743440245e-06       4.095901758751e+00 
       7.779273850965e+13       1.248986837325e-25       5.957190296613e-09       1.305683806037e+22       1.417360642168e+04       1.821970365515e-10       1.102603658101e+18       3.439857208310e-09       1.007709405738e+44       1.154063477724e+33       6.270034417376e+33       6.956361031824e+43       2.318787010608e+43       3.493499587839e-08       1.464692352756e+41       1.704810201348e+44       2.818021824251e-06       3.982126709897e+00 
       7.725197468684e+13       1.266533853403e-25       5.999027052894e-09       1.287594392418e+22       1.417360642168e+04       1.834724158073e-10       1.094939084509e+18       3.463936208768e-09       9.799804908440e+43       1.130163522077e+33       6.140185802134e+33       6.764944397301e+43       2.254981465767e+43       3.493499587839e-08       1.424388740064e+41       1.657899319387e+44       2.896300208258e-06       3.874501663683e+00 
       7.671496989756e+13       1.284327387509e-25       6.040863809176e-09       1.269755596050e+22       1.417360642168e+04       1.847567227180e-10       1.087327789979e+18       3.488183762229e-09       9.530145863146e+43       1.106758520036e+33       6.013026273070e+33       6.578794931603e+43       2.192931643868e+43       3.493499587839e-08       1.385194152890e+41       1.612279273699e+44       2.974578592265e-06       3.772541093587e+00 
       7.618169801148e+13       1.302370902976e-25       6.084519554861e-09       1.252163944789e+22       1.417360642168e+04       1.860500197770e-10       1.079769404150e+18       3.512601048564e-09       9.267906965640e+43       1.083838221411e+33       5.888500140836e+33       6.397767699223e+43       2.132589233074e+43       3.493499587839e-08       1.347078074426e+41       1.567914544630e+44       3.052856976272e-06       3.675809270674e+00 
       7.565213307992e+13       1.320667911792e-25       6.126356311142e-09       1.234816014600e+22       1.417360642168e+04       1.873523699154e-10       1.072263559235e+18       3.537189255904e-09       9.012884037369e+43       1.061392588289e+33       5.766552869379e+33       6.221721752809e+43       2.073907250936e+43       3.493499587839e-08       1.310010827590e+41       1.524770589914e+44       3.131135360279e-06       3.583914038907e+00 
       7.512624933457e+13       1.339221975285e-25       6.170012056828e-09       1.217708428883e+22       1.417360642168e+04       1.886638365049e-10       1.064809890005e+18       3.561949580695e-09       8.764878518120e+43       1.039411790634e+33       5.647131052056e+33       6.050520023425e+43       2.016840007808e+43       3.493499587839e-08       1.273963551916e+41       1.482813817773e+44       3.209413744286e-06       3.496501501373e+00 
       7.460402118627e+13       1.358036704816e-25       6.211848813109e-09       1.200837857819e+22       1.417360642168e+04       1.899844833604e-10       1.057408033769e+18       3.586883227760e-09       8.523697311413e+43       1.017886201986e+33       5.530182388239e+33       5.884029213833e+43       1.961343071278e+43       3.493499587839e-08       1.238908181083e+41       1.442011560771e+44       3.287692128293e-06       3.413251465626e+00 
       7.408542322370e+13       1.377115762482e-25       6.255504558794e-09       1.184201017721e+22       1.417360642168e+04       1.913143747439e-10       1.050057630356e+18       3.611991410354e-09       8.289152634162e+43       9.968063952409e+32       5.415655660418e+33       5.722119694704e+43       1.907373231568e+43       3.493499587839e-08       1.204817421069e+41       1.402332050372e+44       3.365970512300e-06       3.333873524565e+00 
       7.357043021222e+13       1.396462861829e-25       6.299160304479e-09       1.167794670397e+22       1.417360642168e+04       1.926535753671e-10       1.042758322102e+18       3.637275350226e-09       8.061061870468e+43       9.761631385265e+32       5.303500711766e+33       5.564665403691e+43       1.854888467897e+43       3.493499587839e-08       1.171664728893e+41       1.363744392207e+44       3.444248896306e-06       3.258103671734e+00 
       7.305901709257e+13       1.416081768574e-25       6.344635039568e-09       1.151615622516e+22       1.417360642168e+04       1.940021503947e-10       1.035509753825e+18       3.662736277677e-09       7.839247429430e+43       9.559473911558e+32       5.193668424171e+33       5.411543747274e+43       1.803847915758e+43       3.493499587839e-08       1.139424291951e+41       1.326218542024e+44       3.522527280313e-06       3.185701367918e+00 
       7.255115897971e+13       1.435976301341e-25       6.388290785253e-09       1.135660724991e+22       1.417360642168e+04       1.953601654474e-10       1.028311572815e+18       3.688375431621e-09       7.623536606878e+43       9.361502996691e+32       5.086110696732e+33       5.262635505315e+43       1.754211835105e+43       3.493499587839e-08       1.108071007919e+41       1.289725282287e+44       3.600805664320e-06       3.116446990354e+00 
       7.204683116158e+13       1.456150332398e-25       6.433765520342e-09       1.119926872362e+22       1.417360642168e+04       1.967276866056e-10       1.021163428814e+18       3.714194059642e-09       7.413761450905e+43       9.167631939567e+32       4.980780424683e+33       5.117824738228e+43       1.705941579409e+43       3.493499587839e-08       1.077580465208e+41       1.254236199438e+44       3.679084048327e-06       3.050139607581e+00 
       7.154600909790e+13       1.476607788418e-25       6.477421266027e-09       1.104411002192e+22       1.417360642168e+04       1.981047804118e-10       1.014064973996e+18       3.740193418059e-09       7.209758631098e+43       8.977775834615e+32       4.877631478774e+33       4.976998696711e+43       1.658999565570e+43       3.493499587839e-08       1.047928923959e+41       1.219723661763e+44       3.757362432334e-06       2.986595032423e+00 
       7.104866841896e+13       1.497352651237e-25       6.522896001115e-09       1.089110094475e+22       1.417360642168e+04       1.994915138747e-10       1.007015862955e+18       3.766374771986e-09       7.011369311369e+43       8.791851534608e+32       4.776618685061e+33       4.840047733960e+43       1.613349244653e+43       3.493499587839e-08       1.019093297555e+41       1.186160797887e+44       3.835640816341e-06       2.925644113394e+00 
       7.055478492449e+13       1.518388958635e-25       6.568370736204e-09       1.074021171043e+22       1.417360642168e+04       2.008879544718e-10       1.000015752686e+18       3.792739395389e-09       6.818439026289e+43       8.609777614246e+32       4.677697805125e+33       4.706865220297e+43       1.568955073432e+43       3.493499587839e-08       9.910511346499e+40       1.153521475849e+44       3.913919200348e-06       2.867131231126e+00 
       7.006433458242e+13       1.539720805114e-25       6.615664460696e-09       1.059141294990e+22       1.417360642168e+04       2.022941701531e-10       9.930643025681e+17       3.819288571157e-09       6.630817560821e+43       8.431474334498e+32       4.580825516701e+33       4.577347460149e+43       1.525782486716e+43       3.493499587839e-08       9.637806016848e+40       1.121780282753e+44       3.992197584355e-06       2.810912971693e+00 
       6.957729352772e+13       1.561352342705e-25       6.661139195785e-09       1.044467570098e+22       1.417360642168e+04       2.037102293442e-10       9.861611743477e+17       3.846023591154e-09       6.448358833359e+43       8.256863607683e+32       4.485959394697e+33       4.451393611310e+43       1.483797870437e+43       3.493499587839e-08       9.372604658912e+40       1.090912504986e+44       4.070475968361e-06       2.756856953006e+00 
       6.909363806129e+13       1.583287781768e-25       6.708432920277e-09       1.029997140274e+22       1.417360642168e+04       2.051362009496e-10       9.793060321228e+17       3.872945756292e-09       6.270920781994e+43       8.085868963263e+32       4.393057892623e+33       4.328905606430e+43       1.442968535477e+43       3.493499587839e-08       9.114700787574e+40       1.060894108973e+44       4.148754352368e-06       2.704840784082e+00 
       6.861334464875e+13       1.605531391814e-25       6.755726644769e-09       1.015727188996e+22       1.417360642168e+04       2.065721543562e-10       9.724985423265e+17       3.900056376586e-09       6.098365253901e+43       7.918415514365e+32       4.302080324389e+33       4.209788076652e+43       1.403262692217e+43       3.493499587839e-08       8.863893599525e+40       1.031701722466e+44       4.227032736375e-06       2.654751139932e+00 
       6.813638991932e+13       1.628087502337e-25       6.803020369262e-09       1.001654938762e+22       1.417360642168e+04       2.080181594367e-10       9.657383737105e+17       3.927356771222e-09       5.930557897776e+43       7.754429924972e+32       4.212986846492e+33       4.093948277366e+43       1.364649425789e+43       3.493499587839e-08       8.619987816913e+40       1.003312616346e+44       4.305311120382e-06       2.606482937388e+00 
       6.766275066466e+13       1.650960503657e-25       6.850314093754e-09       9.877776505493e+21       1.417360642168e+04       2.094742865528e-10       9.590251973292e+17       3.954848268620e-09       5.767368059232e+43       7.593840377815e+32       4.125738440561e+33       3.981296015992e+43       1.327098671997e+43       3.493499587839e-08       8.382793535305e+40       9.757046869248e+43       4.383589504389e-06       2.559938599220e+00 
       6.719240383780e+13       1.674154847773e-25       6.897607818246e-09       9.740926232850e+21       1.417360642168e+04       2.109406065587e-10       9.523586865236e+17       3.982532206500e-09       5.608668679066e+43       7.436576542916e+32       4.040296896274e+33       3.871743581761e+43       1.290581193920e+43       3.493499587839e-08       8.152126075826e+40       9.488564387382e+43       4.461867888396e-06       2.515027395725e+00 
       6.672532655193e+13       1.697675049229e-25       6.946720532142e-09       9.605971933162e+21       1.417360642168e+04       2.124171908046e-10       9.457385169052e+17       4.010409931945e-09       5.454336194339e+43       7.282569546789e+32       3.956624794620e+33       3.765205677422e+43       1.255068559141e+43       3.493499587839e-08       7.927805841366e+40       9.227469678070e+43       4.540146272403e-06       2.471664854420e+00 
       6.626149607938e+13       1.721525685996e-25       6.994014256634e-09       9.472887338939e+21       1.417360642168e+04       2.139041111402e-10       9.391643663408e+17       4.038482801469e-09       5.304250442161e+43       7.131751942274e+32       3.874685491514e+33       3.661599352827e+43       1.220533117609e+43       3.493499587839e-08       7.709658176751e+40       8.973559453624e+43       4.618424656410e-06       2.429772229769e+00 
       6.580088985043e+13       1.745711400358e-25       7.043126970530e-09       9.341646546608e+21       1.417360642168e+04       2.154014399182e-10       9.326359149363e+17       4.066752181079e-09       5.158294566141e+43       6.984057679005e+32       3.794443101747e+33       3.560843940351e+43       1.186947980117e+43       3.493499587839e-08       7.497513232754e+40       8.726636020175e+43       4.696703040416e-06       2.389276025940e+00 
       6.534348545226e+13       1.770236899822e-25       7.092239684425e-09       9.212224011472e+21       1.417360642168e+04       2.169092499976e-10       9.261528450211e+17       4.095219446346e-09       5.016354925399e+43       6.839422074474e+32       3.715862483272e+33       3.462860992082e+43       1.154286997361e+43       3.493499587839e-08       7.291205833850e+40       8.486507123755e+43       4.774981424423e-06       2.350107566498e+00 
       6.488926062786e+13       1.795106958027e-25       7.143171387725e-09       9.084594542743e+21       1.417360642168e+04       2.184276147476e-10       9.197148411332e+17       4.123885982470e-09       4.878321006084e+43       6.697781785712e+32       3.638909221813e+33       3.367574218739e+43       1.122524739580e+43       3.493499587839e-08       7.090575349614e+40       8.252985800603e+43       4.853259808430e-06       2.312202605748e+00 
       6.443819327494e+13       1.820326415680e-25       7.192284101620e-09       8.958733298632e+21       1.417360642168e+04       2.199566080508e-10       9.133215900032e+17       4.152753184347e-09       4.744085335330e+43       6.559074781544e+32       3.563549615790e+33       3.274909430280e+43       1.091636476760e+43       3.493499587839e-08       6.895465569652e+40       8.025890231602e+43       4.931538192437e-06       2.275500977086e+00 
       6.399026144483e+13       1.845900181494e-25       7.243215804920e-09       8.834615781519e+21       1.417360642168e+04       2.214963043072e-10       9.069727805394e+17       4.181822456637e-09       4.613543397580e+43       6.423240315423e+32       3.489750661565e+33       3.184794478131e+43       1.061598159377e+43       3.493499587839e-08       6.705724581975e+40       7.805043600707e+43       5.009816576444e-06       2.239946274319e+00 
       6.354544334144e+13       1.871833233144e-25       7.294147508219e-09       8.712217833182e+21       1.417360642168e+04       2.230467784373e-10       9.006681038127e+17       4.211095213833e-09       4.486593553207e+43       6.290218898824e+32       3.417480038985e+33       3.097159199016e+43       1.032386399672e+43       3.493499587839e-08       6.521204654724e+40       7.590273957282e+43       5.088094960451e-06       2.205485562406e+00 
       6.310371732019e+13       1.898130618236e-25       7.345079211518e-09       8.591515630097e+21       1.417360642168e+04       2.246081058864e-10       8.944072530414e+17       4.240572880330e-09       4.363136959379e+43       6.159952275197e+32       3.346706097227e+33       3.011935360324e+43       1.003978453441e+43       3.493499587839e-08       6.341762121144e+40       7.381414082220e+43       5.166373344458e-06       2.172069114491e+00 
       6.266506188699e+13       1.924797455291e-25       7.396010914817e-09       8.472485678797e+21       1.417360642168e+04       2.261803626276e-10       8.881899235764e+17       4.270256890492e-09       4.243077493099e+43       6.032383394447e+32       3.277397840937e+33       2.929056606987e+43       9.763522023291e+42       3.493499587839e-08       6.167257267726e+40       7.178301357742e+43       5.244651728465e-06       2.139650172484e+00 
       6.222945569711e+13       1.951838934741e-25       7.448761607520e-09       8.355104811305e+21       1.417360642168e+04       2.277636251660e-10       8.820158128861e+17       4.300148688725e-09       4.126321676367e+43       5.907456387954e+32       3.209524916658e+33       2.848458409816e+43       9.494861366053e+42       3.493499587839e-08       5.997554225428e+40       6.980777640788e+43       5.322930112472e-06       2.108184728771e+00 
       6.179687755423e+13       1.979260319935e-25       7.499693310820e-09       8.239350180619e+21       1.417360642168e+04       2.293579705422e-10       8.758846205423e+17       4.330249729545e-09       4.012778603396e+43       5.785116544100e+32       3.143057599532e+33       2.770078015254e+43       9.233593384181e+42       3.493499587839e-08       5.832520863882e+40       6.788689139886e+43       5.401208496479e-06       2.077631326905e+00 
       6.136730640936e+13       2.007066948169e-25       7.552444003522e-09       8.125199256269e+21       1.417360642168e+04       2.309634763359e-10       8.697960482049e+17       4.360561477652e-09       3.902359869831e+43       5.665310284317e+32       3.077966780286e+33       2.693854396523e+43       8.979514655076e+42       3.493499587839e-08       5.672028688527e+40       6.601886295407e+43       5.479486880486e-06       2.047950879378e+00 
       6.094072135984e+13       2.035264231724e-25       7.605194696225e-09       8.012629819930e+21       1.417360642168e+04       2.325802206703e-10       8.637497996077e+17       4.391085407995e-09       3.794979503924e+43       5.547985139610e+32       3.014223952484e+33       2.619728206102e+43       8.732427353674e+42       3.493499587839e-08       5.515952740555e+40       6.420223663124e+43       5.557765264493e-06       2.019106500796e+00 
       6.051710164830e+13       2.063857658915e-25       7.657945388928e-09       7.901619961098e+21       1.417360642168e+04       2.342082822150e-10       8.577455805438e+17       4.421823005851e-09       3.690553899588e+43       5.433089727591e+32       2.951801200039e+33       2.547641729526e+43       8.492139098419e+42       3.493499587839e-08       5.364171499622e+40       6.243559800963e+43       5.636043648500e-06       1.991063354951e+00 
