# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.04437e-05 to 1.08871 h/Mpc,
# number of wavenumbers equal to 603
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_tot                  8:phi                    9:psi                
       1.044373164702e-05      -1.316117729555e-03      -9.876019616617e-04      -9.876019946762e-04      -1.316097309674e-03      -9.876312815223e-04      -9.876592559837e-04       4.717890389087e-01       4.717009730618e-01 
       2.330863079174e-05      -6.542068354969e-03      -4.919283609840e-03      -4.919284428716e-03      -6.541562574873e-03      -4.919201714059e-03      -4.919566154333e-03       4.717860646832e-01       4.716982547379e-01 
       3.621867756780e-05      -1.573803207556e-02      -1.187762721941e-02      -1.187763199071e-02      -1.573509231671e-02      -1.187645570337e-02      -1.187829731048e-02       4.717808785190e-01       4.716935200261e-01 
       4.920852089118e-05      -2.889748457287e-02      -2.192500099320e-02      -2.192501723835e-02      -2.888751108582e-02      -2.192024407481e-02      -2.192620573858e-02       4.717734033109e-01       4.716866935551e-01 
       6.231338151706e-05      -4.601545631044e-02      -3.515720804890e-02      -3.515724977698e-02      -4.598995790698e-02      -3.514410441018e-02      -3.515907222976e-02       4.717635691643e-01       4.716777081642e-01 
       7.556936531419e-05      -6.708577362337e-02      -5.170519979667e-02      -5.170528993610e-02      -6.703101617193e-02      -5.167586449036e-02      -5.170781770558e-02       4.717512948829e-01       4.716664863858e-01 
       8.901378653462e-05      -9.209729678918e-02      -7.173750277609e-02      -7.173767602584e-02      -9.199280007524e-02      -7.167991379017e-02      -7.174092862830e-02       4.717364678901e-01       4.716529203334e-01 
       1.026855053684e-04      -1.210289829689e-01      -9.546342592969e-02      -9.546373216961e-02      -1.208458296456e-01      -9.536020102306e-02      -9.546766237872e-02       4.717189511544e-01       4.716368785105e-01 
       1.166252841059e-04      -1.538435628496e-01      -1.231371330863e-01      -1.231376415271e-01      -1.535424722095e-01      -1.229640300217e-01      -1.231421173014e-01       4.716985789438e-01       4.716182015451e-01 
       1.308761662632e-04      -1.904795547305e-01      -1.550626928195e-01      -1.550634971136e-01      -1.900086843141e-01      -1.547867493572e-01      -1.550682794733e-01       4.716751549942e-01       4.715967001817e-01 
       1.454838830341e-04      -2.308413015741e-01      -1.916002450832e-01      -1.916014696465e-01      -2.301337419049e-01      -1.911774527372e-01      -1.916061854419e-01       4.716484503637e-01       4.715721529747e-01 
       1.604972913723e-04      -2.747866534919e-01      -2.331734538386e-01      -2.331752616962e-01      -2.737576088823e-01      -2.325458300808e-01      -2.331793699723e-01       4.716181968474e-01       4.715442994471e-01 
       1.759688478325e-04      -3.221119987725e-01      -2.802784554826e-01      -2.802810581672e-01      -3.206555839786e-01      -2.793703402975e-01      -2.802838085312e-01       4.715840848236e-01       4.715128376760e-01 
       1.919551219372e-04      -3.725341555893e-01      -3.334945493091e-01      -3.334982192487e-01      -3.705198807988e-01      -3.322079011125e-01      -3.334986003034e-01       4.715457584945e-01       4.714774190659e-01 
       2.085173521843e-04      -4.256688745057e-01      -3.934969226599e-01      -3.935020087372e-01      -4.229378792996e-01      -3.917053217704e-01      -3.934986842074e-01       4.715028084801e-01       4.714376403968e-01 
