# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=4
# for k=1.04437e-05 to 1.08871 h/Mpc,
# number of wavenumbers equal to 603
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_tot                  8:phi                    9:psi                
       4.346641443774e-03      -7.049866081220e-01      -3.972740454447e+01      -3.975456149164e+01      -6.694592322551e-01      -1.485431298796e+01      -3.960260542252e+01       5.462443544354e-01       5.462337360147e-01 
       4.468871699204e-03      -7.060306577816e-01      -4.185442955249e+01      -4.188405951460e+01      -6.744204229787e-01      -1.530169404763e+01      -4.172218220104e+01       5.444276950310e-01       5.444171758151e-01 
       4.591436154409e-03      -7.245806806575e-01      -4.403486566445e+01      -4.406715263275e+01      -6.927583234251e-01      -1.574379455954e+01      -4.389502512766e+01       5.426070664537e-01       5.425963261655e-01 
       4.714311568592e-03      -7.542346505504e-01      -4.626807757381e+01      -4.630321955113e+01      -7.175929839726e-01      -1.618076693650e+01      -4.612050925440e+01       5.407832040577e-01       5.407721259137e-01 
       4.837476749025e-03      -7.856504391231e-01      -4.855342841109e+01      -4.859163742812e+01      -7.402443811925e-01      -1.661281642521e+01      -4.839800578072e+01       5.389567361928e-01       5.389454106688e-01 
       4.960912345033e-03      -8.093814932050e-01      -5.089027494842e+01      -5.093177515030e+01      -7.529564613217e-01      -1.704019528865e+01      -5.072687810059e+01       5.371281504625e-01       5.371168227681e-01 
       5.084600664588e-03      -8.187172984682e-01      -5.327799141150e+01      -5.332301886491e+01      -7.512844488790e-01      -1.746320635511e+01      -5.310650941384e+01       5.352980945791e-01       5.352870757869e-01 
       5.208525510941e-03      -8.116673842734e-01      -5.571593763102e+01      -5.576473786789e+01      -7.354022859034e-01      -1.788216853643e+01      -5.553627071522e+01       5.334670254360e-01       5.334565953829e-01 
       5.332672037041e-03      -7.914798869235e-01      -5.820348406769e+01      -5.825631051246e+01      -7.099372128199e-01      -1.829738664463e+01      -5.801554673713e+01       5.316354845597e-01       5.316258141712e-01 
       5.457026615687e-03      -7.655532803908e-01      -6.074001614227e+01      -6.079712902386e+01      -6.824052326827e-01      -1.870911643827e+01      -6.054373955730e+01       5.298041062335e-01       5.297952188719e-01 
       5.581576723621e-03      -7.430801667863e-01      -6.332490252081e+01      -6.338656797376e+01      -6.607742014859e-01      -1.911748680223e+01      -6.312023481215e+01       5.279733075168e-01       5.279650862082e-01 
       5.706310837967e-03      -7.321561427308e-01      -6.595754471566e+01      -6.602403443823e+01      -6.509315968536e-01      -1.952247053646e+01      -6.574444885063e+01       5.261437027779e-01       5.261359366405e-01 
       5.831218343601e-03      -7.372483442070e-01      -6.863730950980e+01      -6.870890115318e+01      -6.548666370255e-01      -1.992381129005e+01      -6.841575960739e+01       5.243155230236e-01       5.243079757743e-01 
       5.956289450214e-03      -7.577824541219e-01      -7.136358775711e+01      -7.144056656626e+01      -6.701201540125e-01      -2.032102997777e+01      -7.113356493723e+01       5.224891125558e-01       5.224815915287e-01 
       6.081515117959e-03      -7.883038941656e-01      -7.413578245412e+01      -7.421844092534e+01      -6.906790115221e-01      -2.071341989171e+01      -7.389726920441e+01       5.206648041232e-01       5.206572096923e-01 
       6.206886990725e-03      -8.201201841166e-01      -7.695327587623e+01      -7.704191828458e+01      -7.089726574557e-01      -2.110008441623e+01      -7.670625628814e+01       5.188427319774e-01       5.188350752067e-01 
       6.332397336181e-03      -8.439228463050e-01      -7.981545107356e+01      -7.991039436800e+01      -7.183345561684e-01      -2.148001251753e+01      -7.955991053358e+01       5.170230024953e-01       5.170153887665e-01 
       6.458038991828e-03      -8.525652092445e-01      -8.272172547566e+01      -8.282329861382e+01      -7.151165071878e-01      -2.185220295198e+01      -8.245765184379e+01       5.152059176709e-01       5.151985034836e-01 
       6.583805316419e-03      -8.431464037765e-01      -8.567147475902e+01      -8.578002319955e+01      -6.998103894695e-01      -2.221567774179e+01      -8.539886616529e+01       5.133915220976e-01       5.133844633925e-01 
       6.709690146132e-03      -8.177722024487e-01      -8.866410130985e+01      -8.877998786842e+01      -6.769520187217e-01      -2.256919415011e+01      -8.838296986571e+01       5.115800360029e-01       5.115734759158e-01 
       6.835687755006e-03      -7.827755034511e-01      -9.169902552298e+01      -9.182262947249e+01      -6.534804168519e-01      -2.288901709585e+01      -9.140929732032e+01       5.097713810451e-01       5.097659130905e-01 
       6.961792819169e-03      -7.466829425125e-01      -9.477563850038e+01      -9.490735597486e+01      -6.363492872945e-01      -2.316615150044e+01      -9.447722339502e+01       5.079652765290e-01       5.079607622669e-01 
       7.088000384453e-03      -7.175795540660e-01      -9.789334713239e+01      -9.803359014298e+01      -6.302882234997e-01      -2.340232207991e+01      -9.758618644739e+01       5.061620096259e-01       5.061582300703e-01 
       7.214305837050e-03      -7.007128541567e-01      -1.010515904630e+02      -1.012007863290e+02      -6.363260341514e-01      -2.359891350598e+01      -1.007356523157e+02       5.043619722979e-01       5.043587020619e-01 
       7.340704876885e-03      -6.970818713630e-01      -1.042497470926e+02      -1.044083372723e+02      -6.515365967294e-01      -2.375751598079e+01      -1.039250229895e+02       5.025651859417e-01       5.025622337757e-01 
       7.467193493428e-03      -7.034204855168e-01      -1.074872684127e+02      -1.076557042865e+02      -6.700665031901e-01      -2.387994592978e+01      -1.071537666410e+02       5.007719666503e-01       5.007692055462e-01 
       7.593767943692e-03      -7.135613348511e-01      -1.107635927139e+02      -1.109423382131e+02      -6.851005883615e-01      -2.396815865672e+01      -1.104213387375e+02       4.989825183574e-01       4.989798971028e-01 
       7.720424732204e-03      -7.206757360993e-01      -1.140781598781e+02      -1.142676856459e+02      -6.911004657222e-01      -2.402417533411e+01      -1.137271911530e+02       4.971969886344e-01       4.971945226088e-01 
       7.847160592745e-03      -7.196741927914e-01      -1.174303910107e+02      -1.176311797986e+02      -6.855913969468e-01      -2.405001547350e+01      -1.170707631253e+02       4.954154387235e-01       4.954131837166e-01 
       7.973972471688e-03      -7.089405383604e-01      -1.208197415796e+02      -1.210322837344e+02      -6.699062381157e-01      -2.404765917630e+01      -1.204515271153e+02       4.936380453248e-01       4.936360633542e-01 
       8.100857512778e-03      -6.908621607057e-01      -1.242456483108e+02      -1.244704438364e+02      -6.486849831796e-01      -2.401901332360e+01      -1.238689418191e+02       4.918648969979e-01       4.918632247365e-01 
       8.227813043211e-03      -6.709695013969e-01      -1.277075481851e+02      -1.279451068925e+02      -6.282847089990e-01      -2.396592091958e+01      -1.273224687495e+02       4.900960716063e-01       4.900947007720e-01 
       8.354836560891e-03      -6.559911479225e-01      -1.312049031558e+02      -1.314557487492e+02      -6.146636898769e-01      -2.389019939663e+01      -1.308115986102e+02       4.883317364214e-01       4.883306110691e-01 
       8.481925722753e-03      -6.514694118174e-01      -1.347372228666e+02      -1.350018906520e+02      -6.114314647312e-01      -2.379369499022e+01      -1.343358667108e+02       4.865721900634e-01       4.865712203096e-01 
       8.609078334054e-03      -6.597288118740e-01      -1.383039294433e+02      -1.385829684604e+02      -6.187026653858e-01      -2.367833695260e+01      -1.378947206929e+02       4.848173766299e-01       4.848164633552e-01 
       8.736292338537e-03      -6.788921729082e-01      -1.419044623021e+02      -1.421984390251e+02      -6.331247194039e-01      -2.354623854664e+01      -1.414876256940e+02       4.830672936210e-01       4.830663556146e-01 
       8.863565809396e-03      -7.032861881553e-01      -1.455382721856e+02      -1.458477740498e+02      -6.490468232725e-01      -2.339977618284e+01      -1.451140589844e+02       4.813219655799e-01       4.813209603959e-01 
       8.990896940960e-03      -7.251252898330e-01      -1.492048623190e+02      -1.495304888911e+02      -6.604269507668e-01      -2.324166622955e+01      -1.487735423367e+02       4.795815442536e-01       4.795804765260e-01 
       9.118284041045e-03      -7.369631127644e-01      -1.529036787602e+02      -1.532460524674e+02      -6.628371525967e-01      -2.307500384644e+01      -1.524655517074e+02       4.778460074991e-01       4.778449226322e-01 
       9.245725523898e-03      -7.341662731383e-01      -1.566341922124e+02      -1.569939506742e+02      -6.549211048394e-01      -2.290329734858e+01      -1.561895854503e+02       4.761153892019e-01       4.761143548373e-01 
       9.373219903698e-03      -7.162510773816e-01      -1.603959041112e+02      -1.607736993330e+02      -6.386850175496e-01      -2.273046245019e+01      -1.599451772953e+02       4.743898195878e-01       4.743889025260e-01 
       9.500765788551e-03      -6.881766784785e-01      -1.641882865972e+02      -1.645847906135e+02      -6.192319072555e-01      -2.256077183967e+01      -1.637318428757e+02       4.726693229842e-01       4.726685628954e-01 
       9.628361874951e-03      -6.551895480295e-01      -1.680108032529e+02      -1.684266996713e+02      -6.010807514026e-01      -2.239876634742e+01      -1.675490838394e+02       4.709539899371e-01       4.709534020019e-01 
       9.756006942657e-03      -6.360788783127e-01      -1.718629938040e+02      -1.722989853070e+02      -5.948742934130e-01      -2.224922948522e+01      -1.713964963850e+02       4.692436585016e-01       4.692431654877e-01 
       9.883699849952e-03      -6.568673818850e-01      -1.757446124337e+02      -1.762014013400e+02      -6.105195228011e-01      -2.211706984000e+01      -1.752738810590e+02       4.675384081385e-01       4.675378053055e-01 
       1.001143952926e-02      -6.550934488234e-01      -1.796544970254e+02      -1.801328144872e+02      -6.089160864572e-01      -2.200644827396e+01      -1.791800709028e+02       4.658386547835e-01       4.658380760906e-01 
       1.013922498308e-02      -6.524996663216e-01      -1.835925970052e+02      -1.840931664595e+02      -6.065238111466e-01      -2.192195644876e+01      -1.831150489853e+02       4.641444418213e-01       4.641438901059e-01 
       1.026705528024e-02      -6.501598882744e-01      -1.875582933421e+02      -1.880818638691e+02      -6.043416885409e-01      -2.186739169542e+01      -1.870782395318e+02       4.624554069741e-01       4.624548775693e-01 
       1.039492955238e-02      -6.477905642756e-01      -1.915511940200e+02      -1.920985057330e+02      -6.021391550203e-01      -2.184594393573e+01      -1.910692594440e+02       4.607717749821e-01       4.607712654214e-01 
       1.052284699072e-02      -6.454296819346e-01      -1.955707940062e+02      -1.961426084703e+02      -5.999445657932e-01      -2.185999746492e+01      -1.950876353905e+02       4.590935070971e-01       4.590930148870e-01 
       1.065080684310e-02      -6.430769913820e-01      -1.996165393383e+02      -2.002136387832e+02      -5.977576866583e-01      -2.191100691201e+01      -1.991328404291e+02       4.574204370140e-01       4.574199598786e-01 
       1.077880841111e-02      -6.407325589362e-01      -2.036880300200e+02      -2.043111954245e+02      -5.955785664269e-01      -2.199942819940e+01      -2.032044777733e+02       4.557526961663e-01       4.557522320405e-01 
       1.090685104758e-02      -6.383961675915e-01      -2.077847728422e+02      -2.084348132112e+02      -5.934069880758e-01      -2.212464814801e+01      -2.073020776346e+02       4.540902343764e-01       4.540897814030e-01 
       1.103493415410e-02      -6.360672775503e-01      -2.119062682348e+02      -2.125839976256e+02      -5.912424100700e-01      -2.228497832296e+01      -2.114251396855e+02       4.524329312439e-01       4.524324877720e-01 
       1.116305717886e-02      -6.337457342161e-01      -2.160520109172e+02      -2.167582719264e+02      -5.890846878203e-01      -2.247770788027e+01      -2.155731729742e+02       4.507806877417e-01       4.507802523255e-01 
       1.129121961447e-02      -6.314317312572e-01      -2.202216364147e+02      -2.209572745383e+02      -5.869340023860e-01      -2.269918208003e+01      -2.197458007372e+02       4.491336382898e-01       4.491332096879e-01 
       1.141942099613e-02      -6.291247527837e-01      -2.244145604103e+02      -2.251804540251e+02      -5.847898617467e-01      -2.294487090679e+01      -2.239424487464e+02       4.474915021677e-01       4.474910793387e-01 
       1.154766089974e-02      -6.268247795343e-01      -2.286304000201e+02      -2.294274347676e+02      -5.826522343573e-01      -2.320956453417e+01      -2.281627184874e+02       4.458543582059e-01       4.458539403036e-01 
       1.167593894029e-02      -6.245316273213e-01      -2.328687170949e+02      -2.336977886289e+02      -5.805209354620e-01      -2.348751704539e+01      -2.324061563380e+02       4.442221649805e-01       4.442217513468e-01 
       1.180425477026e-02      -6.222449267752e-01      -2.371289816153e+02      -2.379910182827e+02      -5.783956099242e-01      -2.377263122351e+01      -2.366722347506e+02       4.425947384170e-01       4.425943285726e-01 
       1.193260807819e-02      -6.199645845115e-01      -2.414107885658e+02      -2.423067197568e+02      -5.762761603351e-01      -2.405866844974e+01      -2.409605232707e+02       4.409720800975e-01       4.409716737286e-01 
       1.206099858732e-02      -6.176903676245e-01      -2.457136563311e+02      -2.466444326860e+02      -5.741623617034e-01      -2.433942751279e+01      -2.452705324048e+02       4.393540783430e-01       4.393536752870e-01 
       1.218942605437e-02      -6.154222169873e-01      -2.500371798800e+02      -2.510037583164e+02      -5.720541514599e-01      -2.460894169538e+01      -2.496018373220e+02       4.377407370064e-01       4.377403372346e-01 
       1.231789026833e-02      -6.131599983077e-01      -2.543809119649e+02      -2.553842608626e+02      -5.699513996133e-01      -2.486164818834e+01      -2.539539774063e+02       4.361319912317e-01       4.361315948310e-01 
       1.244639104940e-02      -6.109035318028e-01      -2.587443735189e+02      -2.597854789643e+02      -5.678539353339e-01      -2.509253481849e+01      -2.583264681576e+02       4.345277345045e-01       4.345273416584e-01 
       1.257492824797e-02      -6.086530013880e-01      -2.631272479487e+02      -2.642070914942e+02      -5.657619280085e-01      -2.529729764430e+01      -2.627189712221e+02       4.329281032204e-01       4.329277141889e-01 
       1.270350174373e-02      -6.064079510784e-01      -2.675288979043e+02      -2.686485028927e+02      -5.636749541459e-01      -2.547239268685e+01      -2.671308716185e+02       4.313327697966e-01       4.313323848970e-01 
