* Title: A Multiplet Table for Neutral Helium (^4^He I) with Transition Rates
* Authors: Drake, G.W.F., Morton D.C.
* Table: Multiplet Table for ^4^He Singlet - Singlet Transitions
* 
* Based on file datafile4_noheader.txt
* 
* n    Lower(nslj)  Upper(nslj)       Wave(A)        Elow(eV)        Eup(eV)       Aul(s-1)    f-value 
  1    1  0  0  0   2  0  1  1     5.843344e+02    0.0000000000   21.2180225778  1.7989e+09  2.7616e-01
  2    1  0  0  0   3  0  1  1     5.370299e+02    0.0000000000   23.0870183697  5.6634e+08  7.3435e-02
  3    1  0  0  0   4  0  1  1     5.222131e+02    0.0000000000   23.7420698950  2.4356e+08  2.9863e-02
  4    1  0  0  0   5  0  1  1     5.156168e+02    0.0000000000   24.0458002265  1.2582e+08  1.5040e-02
  5    1  0  0  0   6  0  1  1     5.120986e+02    0.0000000000   24.2110024936  7.3174e+07  8.6277e-03
  6    1  0  0  0   7  0  1  1     5.099983e+02    0.0000000000   24.3107079931  4.6224e+07  5.4055e-03
  7    1  0  0  0   8  0  1  1     5.086434e+02    0.0000000000   24.3754665104  3.1031e+07  3.6095e-03
  8    1  0  0  0   9  0  1  1     5.077181e+02    0.0000000000   24.4198891264  2.1826e+07  2.5296e-03
  9    1  0  0  0  10  0  1  1     5.070580e+02    0.0000000000   24.4516782708  1.5929e+07  1.8413e-03
 10    2  0  0  0   2  0  1  1     2.058690e+04   20.6157747020   21.2180225778  1.9746e+06  3.7643e-01
 11    2  0  0  0   3  0  1  1     5.017077e+03   20.6157747020   23.0870183697  1.3372e+07  1.5135e-01
 12    2  0  0  0   4  0  1  1     3.965851e+03   20.6157747020   23.7420698950  6.9507e+06  4.9155e-02
 13    2  0  0  0   5  0  1  1     3.614673e+03   20.6157747020   24.0458002265  3.8022e+06  2.2338e-02
 14    2  0  0  0   6  0  1  1     3.448577e+03   20.6157747020   24.2110024936  2.2691e+06  1.2134e-02
 15    2  0  0  0   7  0  1  1     3.355519e+03   20.6157747020   24.3107079931  1.4537e+06  7.3596e-03
 16    2  0  0  0   8  0  1  1     3.297722e+03   20.6157747020   24.3754665104  9.8432e+05  4.8131e-03
 17    2  0  0  0   9  0  1  1     3.259213e+03   20.6157747020   24.4198891264  6.9627e+05  3.3256e-03
 18    2  0  0  0  10  0  1  1     3.232203e+03   20.6157747020   24.4516782708  5.1015e+05  2.3964e-03
 19    2  0  1  1   3  0  0  0     7.283357e+03   21.2180225778   22.9203172022  1.8299e+07  4.8490e-02
 20    2  0  1  1   3  0  2  2     6.679996e+03   21.2180225778   23.0740746365  6.3705e+07  7.1000e-01
 21    2  0  1  1   4  0  0  0     5.049146e+03   21.2180225778   23.6735704179  6.7712e+06  8.6234e-03
 22    2  0  1  1   4  0  2  2     4.923305e+03   21.2180225778   23.7363348612  1.9863e+07  1.2026e-01
 23    2  0  1  1   5  0  0  0     4.438799e+03   21.2180225778   24.0112148104  3.2689e+06  3.2175e-03
 24    2  0  1  1   5  0  2  2     4.389162e+03   21.2180225778   24.0428032318  8.9889e+06  4.3254e-02
 25    2  0  1  1   6  0  0  0     4.170147e+03   21.2180225778   24.1911600919  1.8298e+06  1.5896e-03
 26    2  0  1  1   6  0  2  2     4.144928e+03   21.2180225778   24.2092496103  4.8812e+06  2.0947e-02
 27    2  0  1  1   7  0  0  0     4.025117e+03   21.2180225778   24.2982857206  1.1281e+06  9.1304e-04
 28    2  0  1  1   7  0  2  2     4.010390e+03   21.2180225778   24.3095971955  2.9612e+06  1.1896e-02
 29    2  0  1  1   8  0  0  0     3.937059e+03   21.2180225778   24.3671798910  7.4475e+05  5.7669e-04
 30    2  0  1  1   8  0  2  2     3.927656e+03   21.2180225778   24.3747193574  1.9371e+06  7.4641e-03
 31    2  0  1  1   9  0  0  0     3.879276e+03   21.2180225778   24.4140878896  5.1753e+05  3.8907e-04
 32    2  0  1  1   9  0  2  2     3.872884e+03   21.2180225778   24.4193629293  1.3386e+06  5.0151e-03
 33    2  0  1  1  10  0  0  0     3.839189e+03   21.2180225778   24.4474598306  3.7425e+05  2.7557e-04
 34    2  0  1  1  10  0  2  2     3.834636e+03   21.2180225778   24.4512939158  9.6470e+05  3.5432e-03
 35    3  0  0  0   3  0  1  1     7.437512e+04   22.9203172022   23.0870183697  2.5165e+05  6.2619e-01
 36    3  0  0  0   4  0  1  1     1.508777e+04   22.9203172022   23.7420698950  1.4057e+06  1.4389e-01
 37    3  0  0  0   5  0  1  1     1.101609e+04   22.9203172022   24.0458002265  9.2496e+05  5.0472e-02
 38    3  0  0  0   6  0  1  1     9.606075e+03   22.9203172022   24.2110024936  5.8286e+05  2.4184e-02
 39    3  0  0  0   7  0  1  1     8.917219e+03   22.9203172022   24.3107079931  3.8260e+05  1.3679e-02
 40    3  0  0  0   8  0  1  1     8.520376e+03   22.9203172022   24.3754665104  2.6252e+05  8.5693e-03
 41    3  0  0  0   9  0  1  1     8.267973e+03   22.9203172022   24.4198891264  1.8722e+05  5.7546e-03
 42    3  0  0  0  10  0  1  1     8.096340e+03   22.9203172022   24.4516782708  1.3791e+05  4.0648e-03
 43    3  0  1  1   4  0  0  0     2.113780e+04   23.0870183697   23.6735704179  4.5925e+06  1.0250e-01
 44    3  0  1  1   4  0  2  2     1.909457e+04   23.0870183697   23.7363348612  7.1159e+06  6.4802e-01
 45    3  0  1  1   5  0  0  0     1.341535e+04   23.0870183697   24.0112148104  2.0572e+06  1.8495e-02
 46    3  0  1  1   5  0  2  2     1.297198e+04   23.0870183697   24.0428032318  3.3615e+06  1.4129e-01
 47    3  0  1  1   6  0  0  0     1.122901e+04   23.0870183697   24.1911600919  1.1168e+06  7.0348e-03
 48    3  0  1  1   6  0  2  2     1.104801e+04   23.0870183697   24.2092496103  1.8457e+06  5.6272e-02
 49    3  0  1  1   7  0  0  0     1.023591e+04   23.0870183697   24.2982857206  6.7731e+05  3.5451e-03
 50    3  0  1  1   7  0  2  2     1.014120e+04   23.0870183697   24.3095971955  1.1248e+06  2.8895e-02
 51    3  0  1  1   8  0  0  0     9.685043e+03   23.0870183697   24.3671798910  4.4271e+05  2.0745e-03
 52    3  0  1  1   8  0  2  2     9.628337e+03   23.0870183697   24.3747193574  7.3744e+05  1.7076e-02
 53    3  0  1  1   9  0  0  0     9.342705e+03   23.0870183697   24.4140878896  3.0562e+05  1.3327e-03
 54    3  0  1  1   9  0  2  2     9.305716e+03   23.0870183697   24.4193629293  5.1030e+05  1.1038e-02
 55    3  0  1  1  10  0  0  0     9.113527e+03   23.0870183697   24.4474598306  2.2000e+05  9.1283e-04
 56    3  0  1  1  10  0  2  2     9.087915e+03   23.0870183697   24.4512939158  3.6807e+05  7.5932e-03
 57    3  0  2  2   3  0  1  1     9.578705e+05   23.0740746365   23.0870183697  1.5281e+02  1.2681e-02
 58    3  0  2  2   4  0  1  1     1.856064e+04   23.0740746365   23.7420698950  2.9630e+05  9.1797e-03
 59    3  0  2  2   4  0  3  3     1.870232e+04   23.0740746365   23.7370095485  8.9780e+06  6.5894e-01
 60    3  0  2  2   5  0  1  1     1.275918e+04   23.0740746365   24.0458002265  1.2754e+05  1.8672e-03
 61    3  0  2  2   5  0  3  3     1.279400e+04   23.0740746365   24.0431554684  3.2475e+06  1.1154e-01
 62    3  0  2  2   6  0  1  1     1.090519e+04   23.0740746365   24.2110024936  6.6614e+04  7.1241e-04
 63    3  0  2  2   6  0  3  3     1.092005e+04   23.0740746365   24.2094555822  1.6083e+06  4.0243e-02
 64    3  0  2  2   7  0  1  1     1.002595e+04   23.0740746365   24.3107079931  3.9418e+04  3.5632e-04
 65    3  0  2  2   7  0  3  3     1.003390e+04   23.0740746365   24.3097277115  9.2892e+05  1.9624e-02
 66    3  0  2  2   8  0  1  1     9.527045e+03   23.0740746365   24.3754665104  2.5364e+04  2.0703e-04
 67    3  0  2  2   8  0  3  3     9.531875e+03   23.0740746365   24.3748071433  5.8976e+05  1.1244e-02
 68    3  0  2  2   9  0  1  1     9.212577e+03   23.0740746365   24.4198891264  1.7331e+04  1.3228e-04
 69    3  0  2  2   9  0  3  3     9.215757e+03   23.0740746365   24.4194247524  3.9961e+05  7.1214e-03
 70    3  0  2  2  10  0  1  1     8.999990e+03   23.0740746365   24.4516782708  1.2389e+04  9.0243e-05
 71    3  0  2  2  10  0  3  3     9.002207e+03   23.0740746365   24.4513390725  2.8406e+05  4.8303e-03
 72    4  0  0  0   4  0  1  1     1.810002e+05   23.6735704179   23.7420698950  5.8221e+04  8.5803e-01
 73    4  0  0  0   5  0  1  1     3.330851e+04   23.6735704179   24.0458002265  2.9323e+05  1.4629e-01
 74    4  0  0  0   6  0  1  1     2.306974e+04   23.6735704179   24.2110024936  2.2045e+05  5.2755e-02
 75    4  0  0  0   7  0  1  1     1.945956e+04   23.6735704179   24.3107079931  1.5207e+05  2.5893e-02
 76    4  0  0  0   8  0  1  1     1.766418e+04   23.6735704179   24.3754665104  1.0661e+05  1.4957e-02
 77    4  0  0  0   9  0  1  1     1.661277e+04   23.6735704179   24.4198891264  7.6907e+04  9.5436e-03
 78    4  0  0  0  10  0  1  1     1.593406e+04   23.6735704179   24.4516782708  5.7048e+04  6.5126e-03
 79    4  0  1  1   5  0  0  0     4.606596e+04   23.7420698950   24.0112148104  1.4961e+06  1.5860e-01
 80    4  0  1  1   5  0  2  2     4.122729e+04   23.7420698950   24.0428032318  1.5254e+06  6.4759e-01
