0.000000000000000000e+00 2.502563928594425929e-04 1.939478702483103561e-05
1.000000000000000000e+00 3.147643393452659820e-05 2.293755067382465232e-05
2.000000000000000000e+00 2.173348542962972064e-05 5.604446781183710697e-05
3.000000000000000000e+00 1.915738387667111534e-05 5.294691159642938270e-05
4.000000000000000000e+00 1.627769135559860083e-05 1.066692689674914182e-05
5.000000000000000000e+00 9.544607152700874619e-06 8.454762753119992189e-06
6.000000000000000000e+00 7.942409923141368177e-06 8.221199222858484079e-06
7.000000000000000000e+00 6.836002357503836626e-06 8.205398473958722819e-06
8.000000000000000000e+00 6.097969807332335234e-06 6.033973907005001369e-06
9.000000000000000000e+00 5.489760807989474416e-06 5.105636115814024615e-06
1.000000000000000000e+01 5.022874223790695089e-06 4.309327787222154377e-06
1.100000000000000000e+01 4.529166524483924204e-06 3.747737891017652213e-06
1.200000000000000000e+01 4.187536355273233335e-06 3.525198005671863573e-06
1.300000000000000000e+01 3.914356347338735566e-06 3.379306330158697841e-06
1.400000000000000000e+01 3.681835637347949748e-06 3.178978704686507722e-06
1.500000000000000000e+01 3.481591153441403517e-06 2.991961786257926170e-06
1.600000000000000000e+01 3.349707031720883986e-06 3.078803328374918663e-06
1.700000000000000000e+01 3.218705294509768703e-06 3.543639558515400461e-06
1.800000000000000000e+01 3.129080755461243319e-06 2.843238235652966308e-06
1.900000000000000000e+01 3.047047443104761935e-06 2.919901602261196878e-06
2.000000000000000000e+01 2.987824724749224266e-06 2.652178425111686562e-06
2.100000000000000000e+01 2.933704136503031837e-06 2.624697393000541476e-06
2.200000000000000000e+01 2.893810409102446621e-06 2.615789112809932382e-06
2.300000000000000000e+01 2.851058416107849779e-06 2.818064599430689761e-06
2.400000000000000000e+01 2.823393515194048284e-06 2.527893639241984480e-06
2.500000000000000000e+01 2.799995104247414413e-06 2.726045279615038520e-06
2.600000000000000000e+01 2.781957887767225525e-06 2.486684299214528200e-06
2.700000000000000000e+01 2.765639334682289275e-06 2.484897715838050579e-06
2.800000000000000000e+01 2.750803327051715478e-06 2.492512525830589785e-06
2.900000000000000000e+01 2.736853695028942543e-06 2.481792837408406529e-06
3.000000000000000000e+01 2.728363244669574538e-06 2.481793648065163451e-06
3.100000000000000000e+01 2.723076989669415312e-06 2.469007656704703273e-06
3.200000000000000000e+01 2.715833398067919898e-06 2.462220721282875126e-06
3.300000000000000000e+01 2.713062041601140727e-06 2.454967296515934707e-06
3.400000000000000000e+01 2.708877820882250911e-06 2.451301148198581444e-06
3.500000000000000000e+01 2.703540321907400218e-06 2.454353162712712884e-06
3.600000000000000000e+01 2.701670299679764531e-06 2.459291045870857787e-06
3.700000000000000000e+01 2.699022650197136875e-06 2.446152825077475405e-06
3.800000000000000000e+01 2.697143334039187391e-06 2.466471382761910126e-06
3.900000000000000000e+01 2.695969965676187142e-06 2.446402642970831515e-06
