0.000000000000000000e+00 8.820894784549228611e-05 1.212470946929712103e-05
1.000000000000000000e+00 1.301946211179681651e-05 6.025584855135501737e-06
2.000000000000000000e+00 7.356837065258675080e-06 6.337790873553971346e-06
3.000000000000000000e+00 5.176943998314170533e-06 2.534094545928977057e-06
4.000000000000000000e+00 4.013940681533121998e-06 2.800854920125477022e-06
5.000000000000000000e+00 2.727789644534085271e-06 2.458489608144696780e-06
6.000000000000000000e+00 2.419514652289396938e-06 1.430322627895144961e-05
7.000000000000000000e+00 2.128929648893831133e-06 1.557362621527466417e-06
8.000000000000000000e+00 1.663214197068568965e-06 1.578086947111907195e-06
9.000000000000000000e+00 1.437021402147474249e-06 1.739689683848048537e-06
1.000000000000000000e+01 1.233723518914982898e-06 1.702559033496842799e-06
1.100000000000000000e+01 1.043776533529265324e-06 1.302311610040342892e-06
1.200000000000000000e+01 9.114835157738335233e-07 1.299473033863510616e-06
1.300000000000000000e+01 7.940770418521828949e-07 7.957618842145940816e-07
1.400000000000000000e+01 7.160404505419905378e-07 7.526103748339047248e-07
1.500000000000000000e+01 6.170928024670478546e-07 8.421644588916209636e-07
1.600000000000000000e+01 5.855958543914890441e-07 7.011279724056920228e-07
1.700000000000000000e+01 5.170389877476574083e-07 5.870923831004548916e-07
1.800000000000000000e+01 4.837498691063580909e-07 5.717417563860226929e-07
1.900000000000000000e+01 4.551361939656323220e-07 4.966421270172613323e-07
2.000000000000000000e+01 4.008120224840806294e-07 5.333533317745630924e-07
2.100000000000000000e+01 3.740122311384770673e-07 6.033136895391240915e-07
2.200000000000000000e+01 3.610241742677274078e-07 5.011666485928015112e-07
2.300000000000000000e+01 3.398839434894321074e-07 3.922032272865526599e-07
2.400000000000000000e+01 3.044964287550436536e-07 4.879424301523205460e-07
2.500000000000000000e+01 3.052487629709020060e-07 4.223140693493614566e-07
2.600000000000000000e+01 2.869955656782509600e-07 4.530245952721096603e-07
2.700000000000000000e+01 2.763382387991111706e-07 4.280986158510224531e-07
2.800000000000000000e+01 2.688498821602586575e-07 4.150967777976621625e-07
2.900000000000000000e+01 2.634384541197573152e-07 3.800879286301880778e-07
3.000000000000000000e+01 2.457222473423597101e-07 4.131944991818545038e-07
3.100000000000000000e+01 2.475084604567348786e-07 3.424926516651553061e-07
3.200000000000000000e+01 2.374502724062228727e-07 3.687874379608917273e-07
3.300000000000000000e+01 2.353082766253115388e-07 3.342274380559371754e-07
3.400000000000000000e+01 2.299475411236184944e-07 3.793660595368890669e-07
3.500000000000000000e+01 2.271194486953737041e-07 4.027067313249630101e-07
3.600000000000000000e+01 2.191282647692368157e-07 3.577507518598081713e-07
3.700000000000000000e+01 2.199307777774386532e-07 3.551156059660256294e-07
3.800000000000000000e+01 2.186833824939371082e-07 3.695814142070924605e-07
3.900000000000000000e+01 2.165623894678493961e-07 3.312132359634803317e-07
