5.0000000000000002e-05 -2.3374499589270332e+00 -6.5737527254117785e+00 -7.0718991719028592e+00 -7.6567186624493964e+00 -8.2401394658214642e+00 -8.8007420255141593e+00 -9.3331594965853810e+00 
1.0519038076152304e-03 -2.3316239700791983e+00 -6.5218986430919408e+00 -6.9559474324160586e+00 -7.4395385680208079e+00 -7.8792578660548980e+00 -8.2522569301119795e+00 -8.5559487727788976e+00 
2.0538076152304607e-03 -2.3258510855069674e+00 -6.4715186183696654e+00 -6.8471670567656036e+00 -7.2461862019913470e+00 -7.5796260430603875e+00 -7.8340921223008024e+00 -8.0184391640128556e+00 
3.0557114228456912e-03 -2.3201305618413732e+00 -6.4225441683779989e+00 -6.7448404742203332e+00 -7.0725485414397022e+00 -7.3254748846943833e+00 -7.5011326346897782e+00 -7.6171981339634556e+00 
4.0576152304609217e-03 -2.3144616703825496e+00 -6.3749111998354211e+00 -6.6483470478664461e+00 -6.9154447971822472e+00 -7.1062032575229459e+00 -7.2275334911022453e+00 -7.3022820742569818e+00 
5.0595190380761518e-03 -2.3088436967306047e+00 -6.3285596542831266e+00 -6.5571468924153802e+00 -6.7723716238636928e+00 -6.9143880486710021e+00 -6.9972856667537240e+00 -7.0462183992592902e+00 
6.0614228456913818e-03 -2.3032759404277585e+00 -6.2834331876410117e+00 -6.4707678656218555e+00 -6.6413283650923880e+00 -6.7446555268806740e+00 -6.7998697118337441e+00 -6.8324637277312377e+00 
7.0633266533066119e-03 -2.2977577146113517e+00 -6.2394788802405587e+00 -6.3887950255104142e+00 -6.5206943027549364e+00 -6.5930063002275743e+00 -6.6280467532500706e+00 -6.6503699324539420e+00 
8.0652304609218420e-03 -2.2922883456773238e+00 -6.1966469739788552e+00 -6.3108620211376056e+00 -6.4091406012029077e+00 -6.4563933809050997e+00 -6.4766472632705705e+00 -6.4927241508328626e+00 
9.0671342685370721e-03 -2.2868671729538037e+00 -6.1548906336557678e+00 -6.2366440125315874e+00 -6.3055659462424583e+00 -6.3324484683619779e+00 -6.3418654832919579e+00 -6.3544389295689374e+00 
1.0069038076152302e-02 -2.2814935483844514e+00 -6.1141657299163867e+00 -6.1658518097041526e+00 -6.2090487077710259e+00 -6.2192986525700862e+00 -6.2208275806333893e+00 -6.2318063019902166e+00 
1.1070941883767532e-02 -2.2761668362212033e+00 -6.0744306415316141e+00 -6.0982269908004589e+00 -6.1188108431774957e+00 -6.1154402495153661e+00 -6.1113162418095275e+00 -6.1220493930626159e+00 
1.2072845691382762e-02 -2.2708864127261075e+00 -6.0356460750192111e+00 -6.0335378122000032e+00 -6.0341902853610518e+00 -6.0196498533730347e+00 -6.0115888164269045e+00 -6.0230406025673133e+00 
1.3074749498997992e-02 -2.2656516658819186e+00 -5.9977748998411604e+00 -5.9715757633940232e+00 -5.9546195570758149e+00 -5.9309202885491006e+00 -5.9202536029346158e+00 -5.9331177500402639e+00 
1.4076653306613222e-02 -2.2604619951111626e+00 -5.9607819976165679e+00 -5.9121526500747752e+00 -5.8796090187131780e+00 -5.8484136189207234e+00 -5.8361834874367009e+00 -5.8509602636232776e+00 
1.5078557114228452e-02 -2.2553168110033743e+00 -5.9246341239664488e+00 -5.8550981124775454e+00 -5.8087336085349266e+00 -5.7714260898458303e+00 -5.7584542815515576e+00 -5.7755034956292528e+00 
1.6080460921843683e-02 -2.2502155350502311e+00 -5.8892997817616450e+00 -5.8002575043581448e+00 -5.7416222464457247e+00 -5.6993615765637413e+00 -5.6862998104115157e+00 -5.7058779985485435e+00 
1.7082364729458913e-02 -2.2451575993883113e+00 -5.8547491046805051e+00 -5.7474900723422042e+00 -5.6779492912396625e+00 -5.6317112000936973e+00 -5.6190786171309606e+00 -5.6413655834006997e+00 
