5.0000000000000002e-05 2.2346821524589489e+00 8.2200741971594271e-01 4.7183670794855692e-01 3.1949659347353571e-01 2.3599407184636656e-01 1.8401022119187896e-01 1.4891123933637021e-01 
2.0539078156312628e-03 2.2296968641056423e+00 8.2039987955228000e-01 4.7093602408067609e-01 3.1890734125998854e-01 2.3559333397712015e-01 1.8374563762497137e-01 1.4875617556848433e-01 
4.0578156312625260e-03 2.2247174670951084e+00 8.1879400809958081e-01 4.7003680922265056e-01 3.1831945878044460e-01 2.3519374909450830e-01 1.8348188519394984e-01 1.4860157995333920e-01 
6.0617234468937891e-03 2.2197439465535398e+00 8.1718979816249515e-01 4.6913905402606565e-01 3.1773293553693371e-01 2.3479530778103874e-01 1.8321895748904851e-01 1.4844744965287793e-01 
8.0656312625250522e-03 2.2147762876322692e+00 8.1558724257977144e-01 4.6824274921893694e-01 3.1714776114018450e-01 2.3439800072643602e-01 1.8295684817204808e-01 1.4829378185624736e-01 
1.0069539078156315e-02 2.2098144755075957e+00 8.1398633422397748e-01 4.6734788560488516e-01 3.1656392530820443e-01 2.3400181872612474e-01 1.8269555097530124e-01 1.4814057377949713e-01 
1.2073446893787579e-02 2.2048584953806172e+00 8.1238706600122390e-01 4.6645445406232217e-01 3.1598141786488015e-01 2.3360675267973882e-01 1.8243505970077484e-01 1.4798782266528251e-01 
1.4077354709418842e-02 2.1999083324770559e+00 8.1078943085089017e-01 4.6556244554364634e-01 3.1540022873860124e-01 2.3321279358965666e-01 1.8217536821910835e-01 1.4783552578257178e-01 
1.6081262525050103e-02 2.1949639720470913e+00 8.0919342174535214e-01 4.6467185107444997e-01 3.1482034796090513e-01 2.3281993255956029e-01 1.8191647046868717e-01 1.4768368042635752e-01 
1.8085170340681366e-02 2.1900253993651870e+00 8.0759903168971170e-01 4.6378266175273386e-01 3.1424176566514328e-01 2.3242816079302078e-01 1.8165836045473213e-01 1.4753228391737205e-01 
2.0089078156312629e-02 2.1850925997299200e+00 8.0600625372153001e-01 4.6289486874813446e-01 3.1366447208516757e-01 2.3203746959210605e-01 1.8140103224840323e-01 1.4738133360180672e-01 
2.2092985971943892e-02 2.1801655584638104e+00 8.0441508091055913e-01 4.6200846330115997e-01 3.1308845755403880e-01 2.3164785035601321e-01 1.8114447998591890e-01 1.4723082685103520e-01 
2.4096893787575156e-02 2.1752442609131464e+00 8.0282550635848127e-01 4.6112343672243555e-01 3.1251371250275306e-01 2.3125929457972383e-01 1.8088869786768966e-01 1.4708076106134088e-01 
2.6100801603206419e-02 2.1703286924478205e+00 8.0123752319864372e-01 4.6023978039195779e-01 3.1194022745898980e-01 2.3087179385268192e-01 1.8063368015746528e-01 1.4693113365364738e-01 
