* Quadrupole transitions n^1D_2 - 1^1 S_0
* Cann & Thakkar 2002
* 
* 
* 
* 
* n    Lower(nslj)  Upper(nslj)       Wave(A)        Elow(eV)        Eup(eV)       Aul(s-1)    f-value 
  1    1  0  0  0   3  0  2  2          0          0.0000000000   23.0740746365       0        2.8107e-07
  2    1  0  0  0   4  0  2  2          0          0.0000000000   23.7363348612       0        1.5308e-07
  3    1  0  0  0   5  0  2  2          0          0.0000000000   24.0428032318       0        8.5987e-08
  4    1  0  0  0   6  0  2  2          0          0.0000000000   24.2092496103       0        5.2062e-08
  5    1  0  0  0   7  0  2  2          0          0.0000000000   24.3095971955       0        3.28e-08
  6    1  0  0  0   8  0  2  2          0          0.0000000000   24.3747193574       0        2.20e-08
  7    1  0  0  0   9  0  2  2          0          0.0000000000   24.4193629293       0        1.54e-08
  8    1  0  0  0  10  0  2  2          0          0.0000000000   24.4512939158       0        1.12e-08
  9    2  0  0  0   3  0  2  2          0         20.6157747020   23.0740746365       0        1.9492e-06
  9    2  0  0  0   4  0  2  2          0         20.6157747020   23.7363348612       0        2.7029e-07
  9    2  0  0  0   5  0  2  2          0         20.6157747020   24.0428032318       0        8.1418e-08
  9    2  0  0  0   6  0  2  2          0         20.6157747020   24.2092496103       0        3.4947e-08
