# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=4
# for k=1.04437e-05 to 8.47306 h/Mpc,
# number of wavenumbers equal to 612
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_tot                  8:phi                    9:psi                
       1.044373177903e-05      -3.334086188841e-04      -2.500857316903e-04      -2.500857400517e-04      -3.334071390365e-04      -2.519187815559e-04      -2.501665199379e-04       5.986777729633e-01       5.980744409103e-01 
       2.330863537068e-05      -1.659950381531e-03      -1.245688778919e-03      -1.245688986340e-03      -1.659913677627e-03      -1.254720967631e-03      -1.246090206521e-03       5.986747475056e-01       5.980717867226e-01 
       3.621868663117e-05      -4.004660968807e-03      -3.007726523341e-03      -3.007727732216e-03      -4.004447122688e-03      -3.029114770001e-03      -3.008691577408e-03       5.986693863366e-01       5.980670818263e-01 
       4.920853451248e-05      -7.383458757251e-03      -5.552002027463e-03      -5.552006144799e-03      -7.382730746780e-03      -5.590363636790e-03      -5.553772256153e-03       5.986616459677e-01       5.980602881838e-01 
       6.231339980672e-05      -1.182102647232e-02      -8.902789830087e-03      -8.902800411258e-03      -1.181915668650e-02      -8.961941155383e-03      -8.905604859057e-03       5.986514563174e-01       5.980513438436e-01 
       7.556938842102e-05      -1.735102923138e-02      -1.309327028263e-02      -1.309329315308e-02      -1.734699087291e-02      -1.317592083977e-02      -1.309736700535e-02       5.986387195539e-01       5.980401611655e-01 
       8.901381464780e-05      -2.401642675796e-02      -1.816614525225e-02      -1.816618924017e-02      -2.400866665866e-02      -1.827352889110e-02      -1.817175656207e-02       5.986233104700e-01       5.980266288300e-01 
       1.026855387201e-04      -3.186987337011e-02      -2.417445146656e-02      -2.417452928602e-02      -3.185615977119e-02      -2.430587236152e-02      -2.418180436656e-02       5.986050733786e-01       5.980106084373e-01 
       1.166253229746e-04      -4.097419613453e-02      -3.118259348893e-02      -3.118272281912e-02      -4.095143399452e-02      -3.133485941897e-02      -3.119190636910e-02       5.985838199156e-01       5.979919320725e-01 
       1.308762109776e-04      -5.140293686229e-02      -3.926762465325e-02      -3.926782946673e-02      -5.136694217534e-02      -3.943433288976e-02      -3.927910346096e-02       5.985593258723e-01       5.979703992990e-01 
       1.454839339779e-04      -6.324094058175e-02      -4.852081119133e-02      -4.852112342441e-02      -6.318615922621e-02      -4.869144273562e-02      -4.853464416519e-02       5.985313250950e-01       5.979457726753e-01 
       1.604973489896e-04      -7.658495459006e-02      -5.904952328941e-02      -5.904998492569e-02      -7.650411436500e-02      -5.920828864676e-02      -5.906587378162e-02       5.984995066470e-01       5.979177740790e-01 
       1.759689126343e-04      -9.154419713368e-02      -7.097950541547e-02      -7.098017111409e-02      -9.142787341204e-02      -7.110386830386e-02      -7.099850222081e-02       5.984635078507e-01       5.978860785211e-01 
       1.919551945090e-04      -1.082408299679e-01      -8.445758902402e-02      -8.445852944314e-02      -1.080769020680e-01      -8.451637243763e-02      -8.447931343685e-02       5.984229065415e-01       5.978503069959e-01 
       2.085174331949e-04      -1.268102447434e-01      -9.965492256922e-02      -9.965622859440e-02      -1.265832123001e-01      -9.960587255238e-02      -9.967939116366e-02       5.983772137325e-01       5.978100198386e-01 
       2.257221369641e-04      -1.474010299459e-01      -1.167708062073e-01      -1.167725943295e-01      -1.470911545789e-01      -1.165574503745e-01      -1.167979479981e-01       5.983258631502e-01       5.977647066468e-01 
       2.436417296000e-04      -1.701744292133e-01      -1.360372332007e-01      -1.360396522992e-01      -1.697566670437e-01      -1.355848204293e-01      -1.360668593668e-01       5.982682004271e-01       5.977137757071e-01 
       2.623552393076e-04      -1.953030993566e-01      -1.577242538722e-01      -1.577274941284e-01      -1.947457247379e-01      -1.569344955055e-01      -1.577560180511e-01       5.982034690172e-01       5.976565418024e-01 
       2.819490251928e-04      -2.229687217179e-01      -1.821462934565e-01      -1.821505974448e-01      -2.222316424489e-01      -1.808905381589e-01      -1.821796391413e-01       5.981307960986e-01       5.975922110199e-01 
       3.025175308975e-04      -2.533581590986e-01      -2.096695659609e-01      -2.096752430699e-01      -2.523907745394e-01      -2.077799265927e-01      -2.097036575503e-01       5.980491748833e-01       5.975198644677e-01 
       3.241640483247e-04      -2.866575067088e-01      -2.407207358716e-01      -2.407281808596e-01      -2.853960193516e-01      -2.379785371176e-01      -2.407543682493e-01       5.979574452228e-01       5.974384390060e-01 
