# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.04437e-05 to 8.47306 h/Mpc,
# number of wavenumbers equal to 612
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_tot                  8:phi                    9:psi                
       1.044373177903e-05      -1.316116805998e-03      -9.876012698126e-04      -9.876013028277e-04      -1.316096385615e-03      -9.878902770590e-04      -9.876597394878e-04       4.717892512423e-01       4.717011859900e-01 
       2.330863537068e-05      -6.542066589691e-03      -4.919282317805e-03      -4.919283136688e-03      -6.541560800673e-03      -4.920494107286e-03      -4.919570717674e-03       4.717863102385e-01       4.716985008691e-01 
       3.621868663117e-05      -1.573802946452e-02      -1.187762545727e-02      -1.187763022864e-02      -1.573508964889e-02      -1.187957828301e-02      -1.187830968956e-02       4.717811273591e-01       4.716937694451e-01 
       4.920853451248e-05      -2.889748098210e-02      -2.192499905362e-02      -2.192501529872e-02      -2.888750737933e-02      -2.192601133594e-02      -2.192622991101e-02       4.717736555166e-01       4.716869463313e-01 
       6.231339980672e-05      -4.601545188727e-02      -3.515720645481e-02      -3.515724818360e-02      -4.598995286559e-02      -3.515335798659e-02      -3.515911252603e-02       4.717638261789e-01       4.716779657723e-01 
       7.556938842102e-05      -6.708576711600e-02      -5.170519891118e-02      -5.170528905161e-02      -6.703100864506e-02      -5.168948264774e-02      -5.170787846151e-02       4.717515539477e-01       4.716667460418e-01 
       8.901381464780e-05      -9.209728683059e-02      -7.173750365429e-02      -7.173767690410e-02      -9.199278900362e-02      -7.169882294467e-02      -7.174101508557e-02       4.717367316820e-01       4.716531847141e-01 
       1.026855387201e-04      -1.210289688640e-01      -9.546342978112e-02      -9.546373602141e-02      -1.208458131222e-01      -9.538538686298e-02      -9.546778020311e-02       4.717192201589e-01       4.716371481164e-01 
       1.166253229746e-04      -1.538435451586e-01      -1.231371415073e-01      -1.231376499557e-01      -1.535424475316e-01      -1.229965506945e-01      -1.231422728765e-01       4.716988536679e-01       4.716184768884e-01 
       1.308762109776e-04      -1.904795277742e-01      -1.550627083037e-01      -1.550635126050e-01      -1.900086483263e-01      -1.548277505301e-01      -1.550684804583e-01       4.716754372284e-01       4.715969830412e-01 
       1.454839339779e-04      -2.308412537459e-01      -1.916002702131e-01      -1.916014947711e-01      -2.301336896519e-01      -1.912281833541e-01      -1.916064400469e-01       4.716487399722e-01       4.715724432066e-01 
       1.604973489896e-04      -2.747865936736e-01      -2.331734926003e-01      -2.331753004655e-01      -2.737575347059e-01      -2.326076627072e-01      -2.331796883988e-01       4.716184954262e-01       4.715445986689e-01 
       1.759689126343e-04      -3.221119254092e-01      -2.802785129359e-01      -2.802811156520e-01      -3.206554809413e-01      -2.794447927402e-01      -2.802842026926e-01       4.715843938011e-01       4.715131473140e-01 
       1.919551945090e-04      -3.725340521754e-01      -3.334946313219e-01      -3.334983013015e-01      -3.705197394241e-01      -3.322966617412e-01      -3.334990836637e-01       4.715460784774e-01       4.714777397223e-01 
       2.085174331949e-04      -4.256687368222e-01      -3.934970376668e-01      -3.935021238091e-01      -4.229376890277e-01      -3.918102813527e-01      -3.934992737302e-01       4.715031415646e-01       4.714379741705e-01 
       2.257221369641e-04      -4.810056693493e-01      -4.610719171394e-01      -4.610788644616e-01      -4.773667275558e-01      -4.587360255292e-01      -4.610706512966e-01       4.714551150650e-01       4.713933870657e-01 
       2.436417296000e-04      -5.378800394609e-01      -5.371343382030e-01      -5.371437125555e-01      -5.331059987878e-01      -5.339433589494e-01      -5.371279052336e-01       4.714014650509e-01       4.713434462033e-01 
       2.623552393076e-04      -5.954416714310e-01      -6.227493767048e-01      -6.227618964455e-01      -5.892658596594e-01      -6.184391586592e-01      -6.227356430921e-01       4.713415837780e-01       4.712875417205e-01 
       2.819490251928e-04      -6.526226687313e-01      -7.191569880661e-01      -7.191735634900e-01      -6.447368860433e-01      -7.133889435155e-01      -7.191332433736e-01       4.712747796169e-01       4.712249745577e-01 
