# Matter power spectrum P(k) at redshift z=1
# for k=1.04437e-05 to 8.47306 h/Mpc,
# number of wavenumbers equal to 612
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.044373177903e-05       1.937490277094e+01 
       2.330863537068e-05       4.193846749125e+01 
       3.621868663117e-05       6.408084052829e+01 
       4.920853451248e-05       8.605062752618e+01 
       6.231339980672e-05       1.079877364406e+02 
       7.556938842102e-05       1.299960660489e+02 
       8.901381464780e-05       1.521638471751e+02 
       1.026855387201e-04       1.745719475488e+02 
       1.166253229746e-04       1.972981059848e+02 
       1.308762109776e-04       2.204194823222e+02 
       1.454839339779e-04       2.440144121610e+02 
       1.604973489896e-04       2.681637609028e+02 
       1.759689126343e-04       2.929520703577e+02 
       1.919551945090e-04       3.184685981286e+02 
       2.085174331949e-04       3.448083097252e+02 
       2.257221369641e-04       3.720728515904e+02 
       2.436417296000e-04       4.003715282899e+02 
       2.623552393076e-04       4.298222815395e+02 
       2.819490251928e-04       4.605526702849e+02 
       3.025175308975e-04       4.927008344982e+02 
       3.241640483247e-04       5.264164088236e+02 
       3.470014655728e-04       5.618613466000e+02 
       3.711529618447e-04       5.992105865214e+02 
       3.967525979545e-04       6.386524751878e+02 
       4.239457341305e-04       6.803888372356e+02 
       4.528891876214e-04       7.246345507440e+02 
       4.837510224735e-04       7.716164656876e+02 
       5.167098452353e-04       8.215714736133e+02 
       5.519534672995e-04       8.747435419326e+02 
       5.896767928497e-04       9.313795142453e+02 
       6.300788082150e-04       9.917235565567e+02 
       6.733585917181e-04       1.056010179732e+03 
       7.197103392683e-04       1.124455932307e+03 
       7.693175119673e-04       1.197250055053e+03 
       8.223463515743e-04       1.274544549543e+03 
       8.789391602777e-04       1.356444435522e+03 
       9.392078736640e-04       1.442999023184e+03 
       1.003228533781e-03       1.534195188378e+03 
       1.071037259171e-03       1.629953498533e+03 
       1.142628192868e-03       1.730127776551e+03 
       1.217953696304e-03       1.834508355623e+03 
