# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)p_ncdm[0]          14:(.)rho_lambda         15:(.)rho_ur             16:(.)rho_crit           17:gr.fac. D             18:gr.fac. f          
       3.739767920497e+13       5.404386323305e-25       1.239277480636e-08       3.017515384557e+21       1.417360624251e+04       3.789969469718e-10       5.300599794351e+17       7.155410132088e-09       5.382173327477e+42       1.282172544181e+32       6.966051812746e+32       3.715390626364e+42       1.238463542121e+42       3.493499587214e-08       7.835141374025e+39       9.105399096040e+42       1.103726629557e-05       1.016713202547e+00 
       3.713771519858e+13       5.480312546760e-25       1.248008629773e-08       2.975709639828e+21       1.417360624251e+04       3.816499256006e-10       5.263753519713e+17       7.205498003012e-09       5.234073264807e+42       1.255619527358e+32       6.821789098800e+32       3.613155051415e+42       1.204385017138e+42       3.493499587214e-08       7.619543536884e+39       8.854847860567e+42       1.111554477994e-05       1.009553250417e+00 
       3.687955829054e+13       5.557305457728e-25       1.256739778910e-08       2.934483086941e+21       1.417360624251e+04       3.843214750798e-10       5.227163376080e+17       7.255936489032e-09       5.090048438520e+42       1.229616407432e+32       6.680513978285e+32       3.513732669973e+42       1.171244223324e+42       3.493499587214e-08       7.409878257327e+39       8.611190987542e+42       1.119382326431e-05       1.002493437477e+00 
       3.662319591911e+13       5.635380042103e-25       1.265652826987e-08       2.893827701562e+21       1.417360624251e+04       3.870117254053e-10       5.190827582999e+17       7.306728044454e-09       4.949986711245e+42       1.204151796370e+32       6.542164579950e+32       3.417046072020e+42       1.139015357340e+42       3.493499587214e-08       7.205982290490e+39       8.374238766330e+42       1.127210174868e-05       9.955316774952e-01 
       3.636861560984e+13       5.714551496313e-25       1.274383976124e-08       2.853735570533e+21       1.417360624251e+04       3.897208074832e-10       5.154744372392e+17       7.357875140764e-09       4.813779031271e+42       1.179214541980e+32       6.406680313862e+32       3.323019977612e+42       1.107673325871e+42       3.493499587214e-08       7.007696883484e+39       8.143806706525e+42       1.135038023304e-05       9.886659417889e-01 
       3.611580497502e+13       5.794835230284e-25       1.283297024202e-08       2.814198890324e+21       1.417360624251e+04       3.924488531356e-10       5.118911988473e+17       7.409380266748e-09       4.681319347639e+42       1.154793723025e+32       6.274001844866e+32       3.231581178265e+42       1.077193726088e+42       3.493499587214e-08       6.814867651783e+39       7.919715394299e+42       1.142865871741e-05       9.818942572566e-01 
       3.586475171303e+13       5.876246870433e-25       1.292391971219e-08       2.775209965519e+21       1.417360624251e+04       3.951959951075e-10       5.083328687659e+17       7.461245928613e-09       4.552504527570e+42       1.130878644440e+32       6.144071066604e+32       3.142658479960e+42       1.047552826653e+42       3.493499587214e-08       6.627344459030e+39       7.701790352716e+42       1.150693720178e-05       9.752147044867e-01 
       3.561544360777e+13       5.958802262714e-25       1.301305019297e-08       2.736761207318e+21       1.417360624251e+04       3.979623670733e-10       5.047992738490e+17       7.513474650112e-09       4.427234276164e+42       1.107458832647e+32       6.016831076065e+32       3.056182647706e+42       1.018727549235e+42       3.493499587214e-08       6.444981300136e+39       7.489861905883e+42       1.158521568615e-05       9.686254159434e-01 
       3.536786852807e+13       6.042517475702e-25       1.310399966314e-08       2.698845132059e+21       1.417360624251e+04       4.007481036428e-10       5.012902421539e+17       7.566068972662e-09       4.305411058319e+42       1.084524030972e+32       5.892226148666e+32       2.972086351634e+42       9.906954505447e+41       3.493499587214e-08       6.267636187598e+39       7.283765046839e+42       1.166349417051e-05       9.621245742261e-01 
       3.512201442708e+13       6.127408803717e-25       1.319676812273e-08       2.661454359760e+21       1.417360624251e+04       4.035533403683e-10       4.978056029334e+17       7.619031455469e-09       4.186940022780e+42       1.062064195150e+32       5.770201713844e+32       2.890304114579e+42       9.634347048598e+41       3.493499587214e-08       6.095171040956e+39       7.083339309084e+42       1.174177265488e-05       9.557104103985e-01 
       3.487786934169e+13       6.213492769999e-25       1.328953658231e-08       2.624581612684e+21       1.417360624251e+04       4.063782137508e-10       4.943451866270e+17       7.672364675656e-09       4.071728928295e+42       1.040069488924e+32       5.650704331161e+32       2.810772261096e+42       9.369240870319e+41       3.493499587214e-08       5.927451579277e+39       6.888428641639e+42       1.182005113925e-05       9.493812023832e-01 
       3.463542139195e+13       6.300786129923e-25       1.338230504189e-08       2.588219713924e+21       1.417360624251e+04       4.092228612471e-10       4.909088248530e+17       7.726071228384e-09       3.959688071792e+42       1.018530279742e+32       5.533681666899e+32       2.733428867880e+42       9.111429559602e+41       3.493499587214e-08       5.764347216605e+39       6.698881287544e+42       1.189832962362e-05       9.431352734207e-01 
       3.439465878049e+13       6.389305874261e-25       1.347507350147e-08       2.552361586003e+21       1.417360624251e+04       4.120874212758e-10       4.874963504002e+17       7.780153726981e-09       3.850730218541e+42       9.974371345369e+31       5.419082471136e+32       2.658213715561e+42       8.860712385203e+41       3.493499587214e-08       5.605730960293e+39       6.514549665704e+42       1.197660810798e-05       9.369709905884e-01 
       3.415556979194e+13       6.479069232487e-25       1.356966095045e-08       2.517000249499e+21       1.417360624251e+04       4.149720332248e-10       4.841075972197e+17       7.834614803069e-09       3.744770534229e+42       9.767808155938e+31       5.306856555309e+32       2.585068241807e+42       8.616894139356e+41       3.493499587214e-08       5.451479312117e+39       6.335290255976e+42       1.205488659235e-05       9.308867633773e-01 
       3.391814279240e+13       6.570093676133e-25       1.366424839944e-08       2.482128821684e+21       1.417360624251e+04       4.178768374573e-10       4.807424004167e+17       7.889457106689e-09       3.641726518911e+42       9.565522765051e+31       5.196954770228e+32       2.513935495735e+42       8.379784985783e+41       3.493499587214e-08       5.301472172130e+39       6.160963487433e+42       1.213316507672e-05       9.248810423239e-01 
       3.368236622879e+13       6.662396922188e-25       1.376065483782e-08       2.447740515187e+21       1.417360624251e+04       4.208019753195e-10       4.774005962430e+17       7.944683306434e-09       3.541517942772e+42       9.367426582092e+31       5.089328984552e+32       2.444760093567e+42       8.149200311889e+41       3.493499587214e-08       5.155592745147e+39       5.991433629687e+42       1.221144356109e-05       9.189523176941e-01 
       3.344822862839e+13       6.755996936546e-25       1.385706127621e-08       2.413828636671e+21       1.417360624251e+04       4.237475891468e-10       4.740820220884e+17       8.000296089577e-09       3.444066783666e+42       9.173432851102e+31       4.983932063712e+32       2.377488175507e+42       7.924960585023e+41       3.493499587214e-08       5.013727449810e+39       5.826568687213e+42       1.228972204546e-05       9.130991182190e-01 
       3.321571859821e+13       6.850911937506e-25       1.395346771460e-08       2.380386585532e+21       1.417360624251e+04       4.267138222708e-10       4.707865164731e+17       8.056298162203e-09       3.349297166364e+42       8.983456612786e+31       4.880717849267e+32       2.312067363808e+42       7.706891212692e+41       3.493499587214e-08       4.875765830154e+39       5.666240296579e+42       1.236800052982e-05       9.073200098764e-01 
       3.298482482444e+13       6.947160399314e-25       1.405169314239e-08       2.347407852611e+21       1.417360624251e+04       4.297008190267e-10       4.675139190398e+17       8.112692249337e-09       3.257135303477e+42       8.797414667303e+31       4.779641138690e+32       2.248446721988e+42       7.494822406628e+41       3.493499587214e-08       4.741600469607e+39       5.510323626501e+42       1.244627901419e-05       9.016135947205e-01 
       3.275553607193e+13       7.044761055763e-25       1.414991857018e-08       2.314886018932e+21       1.417360624251e+04       4.327087247599e-10       4.642640705460e+17       8.169481095081e-09       3.167509438010e+42       8.615225537832e+31       4.680657665571e+32       2.186576715176e+42       7.288589050586e+41       3.493499587214e-08       4.611126907353e+39       5.358697280647e+42       1.252455749856e-05       8.959785097541e-01 
       3.252784118365e+13       7.143732903833e-25       1.424814399797e-08       2.282814754448e+21       1.417360624251e+04       4.357376858332e-10       4.610368128560e+17       8.226667462744e-09       3.080349787487e+42       8.436809434887e+31       4.583724080229e+32       2.126409171537e+42       7.088030571792e+41       3.493499587214e-08       4.484243557002e+39       5.211243203124e+42       1.260283598293e-05       8.904134258432e-01 
       3.230172908009e+13       7.244095207398e-25       1.434818841517e-08       2.251187816810e+21       1.417360624251e+04       4.387878496340e-10       4.578319889334e+17       8.284254134982e-09       2.995588489622e+42       8.262088221373e+31       4.488797930730e+32       2.067897244774e+42       6.892990815913e+41       3.493499587214e-08       4.360851627495e+39       5.067846586554e+42       1.268111446730e-05       8.849170466719e-01 
       3.207718875877e+13       7.345867500965e-25       1.445005182177e-08       2.219999050155e+21       1.417360624251e+04       4.418593645814e-10       4.546494428336e+17       8.342243913925e-09       2.913159549479e+42       8.090985378369e+31       4.395837644294e+32       2.010995377645e+42       6.703317925482e+41       3.493499587214e-08       4.240855046183e+39       4.928395782691e+42       1.275939295167e-05       8.794881077359e-01 
       3.185420929372e+13       7.449069593484e-25       1.455009623896e-08       2.189242383905e+21       1.417360624251e+04       4.449523801335e-10       4.514890196957e+17       8.400639621321e-09       2.832998788093e+42       7.923425971612e+31       4.304802509087e+32       1.955659266498e+42       6.518864221661e+41       3.493499587214e-08       4.124160384027e+39       4.792782215485e+42       1.283767143604e-05       8.741253753722e-01 
       3.163277983487e+13       7.553721572201e-25       1.465195964556e-08       2.158911831584e+21       1.417360624251e+04       4.480670467944e-10       4.483505657356e+17       8.459444098668e-09       2.755043792493e+42       7.759336618684e+31       4.215652656393e+32       1.901845826777e+42       6.339486089255e+41       3.493499587214e-08       4.010676782854e+39       4.660900296551e+42       1.291594992040e-05       8.688276458252e-01 
       3.141288960762e+13       7.659843806567e-25       1.475564204156e-08       2.129001489656e+21       1.417360624251e+04       4.512035161220e-10       4.452339282379e+17       8.518660207357e-09       2.679233867115e+42       7.598645456872e+31       4.128349043154e+32       1.849513159470e+42       6.165043864899e+41       3.493499587214e-08       3.900315884617e+39       4.532647342958e+42       1.299422840477e-05       8.635937443449e-01 
       3.119452791224e+13       7.767456952204e-25       1.485750544816e-08       2.099505536376e+21       1.417360624251e+04       4.543619407348e-10       4.421389555491e+17       8.578290828807e-09       2.605509986540e+42       7.441282111697e+31       4.042853434868e+32       1.798620518494e+42       5.995401728312e+41       3.493499587214e-08       3.792991762595e+39       4.407923497275e+42       1.307250688914e-05       8.584225243195e-01 
       3.097768412337e+13       7.876581954923e-25       1.496118784416e-08       2.070418230655e+21       1.417360624251e+04       4.575424743200e-10       4.390654970696e+17       8.638338864607e-09       2.533814749539e+42       7.287177666090e+31       3.959128388848e+32       1.749128278965e+42       5.830427596550e+41       3.493499587214e-08       3.688620854493e+39       4.286631649828e+42       1.315078537351e-05       8.533128664373e-01 
       3.076234768954e+13       7.987240054806e-25       1.506668922957e-08       2.041733910941e+21       1.417360624251e+04       4.607452716402e-10       4.360134032468e+17       8.698807236657e-09       2.464092334379e+42       7.136264630216e+31       3.877137237822e+32       1.700997906350e+42       5.669993021165e+41       3.493499587214e-08       3.587121897385e+39       4.168677363085e+42       1.322906385788e-05       8.482636778791e-01 
       3.054850813262e+13       8.099452790334e-25       1.517219061498e-08       2.013446994121e+21       1.417360624251e+04       4.639704885417e-10       4.329825255679e+17       8.759698887312e-09       2.396288455362e+42       6.988476911912e+31       3.796844073874e+32       1.654191926459e+42       5.513973088198e+41       3.493499587214e-08       3.488415864434e+39       4.053968798135e+42       1.330734234225e-05       8.432738915393e-01 
       3.033615504729e+13       8.213242002583e-25       1.527769200038e-08       1.985551974433e+21       1.417360624251e+04       4.672182819615e-10       4.299727165520e+17       8.821016779521e-09       2.330350320556e+42       6.843749787744e+31       3.718213732721e+32       1.608673896275e+42       5.362246320917e+41       3.493499587214e-08       3.392425903371e+39       3.942416643175e+42       1.338562082662e-05       8.383424652737e-01 
       3.012527810058e+13       8.328629839476e-25       1.538501237519e-08       1.958043422393e+21       1.417360624251e+04       4.704888099352e-10       4.269838297438e+17       8.882763896976e-09       2.266226590695e+42       6.702019874662e+31       3.641211778309e+32       1.564408375572e+42       5.214694585241e+41       3.493499587214e-08       3.299077276650e+39       3.833934043975e+42       1.346389931099e-05       8.334683811739e-01 
       2.991586703136e+13       8.445638760088e-25       1.549233275000e-08       1.930915983738e+21       1.417360624251e+04       4.737822316048e-10       4.240157197058e+17       8.944943244253e-09       2.203867339202e+42       6.563225102239e+31       3.565804487736e+32       1.521360899327e+42       5.071202997756e+41       3.493499587214e-08       3.208297303264e+39       3.728436536254e+42       1.354217779536e-05       8.286506448672e-01 
       2.970791164981e+13       8.564291539026e-25       1.560147211421e-08       1.904164378387e+21       1.417360624251e+04       4.770987072260e-10       4.210682420118e+17       9.007557846961e-09       2.143224013320e+42       6.427304685489e+31       3.491958836479e+32       1.479497950881e+42       4.931659836270e+41       3.493499587214e-08       3.120015302153e+39       3.625841979917e+42       1.362045627972e-05       8.238882848399e-01 
       2.950140183695e+13       8.684611270856e-25       1.571061147843e-08       1.877783399409e+21       1.417360624251e+04       4.804383981766e-10       4.181412532391e+17       9.070610751887e-09       2.084249396307e+42       6.294199098248e+31       3.419642483934e+32       1.438786935848e+42       4.795956452826e+41       3.493499587214e-08       3.034162537170e+39       3.526070495097e+42       1.369873476409e-05       8.191803517843e-01 
       2.929632754415e+13       8.806621374598e-25       1.582156983204e-08       1.851767912014e+21       1.417360624251e+04       4.838014669638e-10       4.152346109623e+17       9.134105027148e-09       2.026897570672e+42       6.163850047102e+31       3.348823759250e+32       1.399196156733e+42       4.663987189109e+41       3.493499587214e-08       2.950672163568e+39       3.429044399965e+42       1.377701324846e-05       8.145259179681e-01 
       2.909267879260e+13       8.930345598287e-25       1.593070919625e-08       1.826112852549e+21       1.417360624251e+04       4.871880772326e-10       4.123481737461e+17       9.198043762336e-09       1.971123882428e+42       6.036200445856e+31       3.279471647463e+32       1.360694788254e+42       4.535649294178e+41       3.493499587214e-08       2.869479175948e+39       3.334688150246e+42       1.385529173283e-05       8.099240766243e-01 
       2.889044567289e+13       9.055808023595e-25       1.604348653927e-08       1.800813227517e+21       1.417360624251e+04       4.905983937732e-10       4.094818011381e+17       9.262430068671e-09       1.916884906320e+42       5.911194390540e+31       3.211555775906e+32       1.323252853341e+42       4.410842844470e+41       3.493499587214e-08       2.790520357655e+39       3.242928280399e+42       1.393357021720e-05       8.053739413631e-01 
       2.868961834448e+13       9.183033070516e-25       1.615444489289e-08       1.775864112599e+21       1.417360624251e+04       4.940325825296e-10       4.066353536625e+17       9.327267079149e-09       1.864138412017e+42       5.788777134917e+31       3.145046400915e+32       1.286841199798e+42       4.289470665994e+41       3.493499587214e-08       2.713734231548e+39       3.153693346419e+42       1.401184870157e-05       8.008746456020e-01 
       2.849018703523e+13       9.312045502122e-25       1.626904122531e-08       1.751260651704e+21       1.417360624251e+04       4.974908106073e-10       4.038086928128e+17       9.392557948701e-09       1.812843331229e+42       5.668895066515e+31       3.079914394798e+32       1.251431477602e+42       4.171438258674e+41       3.493499587214e-08       2.639061012143e+39       3.066913870208e+42       1.409012718594e-05       7.964253420160e-01 
       2.829214204094e+13       9.442870429378e-25       1.638181856833e-08       1.726998056016e+21       1.417360624251e+04       5.009732462815e-10       4.010016810455e+17       9.458305854340e-09       1.762959725736e+42       5.551495683140e+31       3.016131233079e+32       1.216996116832e+42       4.056653722773e+41       3.493499587214e-08       2.566442559055e+39       2.982522285484e+42       1.416840567031e-05       7.920252020056e-01 
       2.809547372487e+13       9.575533316038e-25       1.649641490076e-08       1.703071603065e+21       1.417360624251e+04       5.044800590055e-10       3.982141817731e+17       9.524513995318e-09       1.714448756285e+42       5.436527569891e+31       2.953668982008e+32       1.183508306201e+42       3.945027687337e+41       3.493499587214e-08       2.495822331740e+39       2.900452885168e+42       1.424668415468e-05       7.876734151821e-01 
       2.790017251725e+13       9.710059983593e-25       1.661283022258e-08       1.679476635810e+21       1.417360624251e+04       5.080114194185e-10       3.954460593576e+17       9.591185593283e-09       1.667272652358e+42       5.323940376634e+31       2.892500286325e+32       1.150941972184e+42       3.836473240615e+41       3.493499587214e-08       2.427145345465e+39       2.820641770230e+42       1.432496263905e-05       7.833691888704e-01 
       2.770622891484e+13       9.846476616299e-25       1.672924554441e-08       1.656208561727e+21       1.417360624251e+04       5.115674993545e-10       3.926971791038e+17       9.658323892433e-09       1.621394682758e+42       5.213684795960e+31       2.832598357282e+32       1.119271758715e+42       3.730905862384e+41       3.493499587214e-08       2.360358128499e+39       2.743026799937e+42       1.440324112342e-05       7.791117476272e-01 
       2.751363348048e+13       9.984809766279e-25       1.684566086624e-08       1.633262851921e+21       1.417360624251e+04       5.151484718499e-10       3.899674072531e+17       9.725932159678e-09       1.576779127011e+42       5.105712541584e+31       2.773936960910e+32       1.088473007444e+42       3.628243358147e+41       3.493499587214e-08       2.295408680481e+39       2.667547543464e+42       1.448151960779e-05       7.749003327759e-01 
       2.732237684258e+13       1.012508635868e-24       1.696389517747e-08       1.610635040241e+21       1.417360624251e+04       5.187545111529e-10       3.872566109762e+17       9.794013684793e-09       1.533391247558e+42       4.999976327201e+31       2.716490406527e+32       1.058521738540e+42       3.528405795135e+41       3.493499587214e-08       2.232246431934e+39       2.594145232852e+42       1.455979809216e-05       7.707342019553e-01 
       2.713244969472e+13       1.026733369693e-24       1.708212948870e-08       1.588320722413e+21       1.417360624251e+04       5.223857927310e-10       3.845646583676e+17       9.862571780585e-09       1.491197262704e+42       4.896429845777e+31       2.660233535491e+32       1.029394632021e+42       3.431315440070e+41       3.493499587214e-08       2.170822204889e+39       2.522762717245e+42       1.463807657653e-05       7.666126286836e-01 
       2.694384279515e+13       1.041157946804e-24       1.720218278933e-08       1.566315555179e+21       1.417360624251e+04       5.260424932801e-10       3.818914184386e+17       9.931609783046e-09       1.450164320318e+42       4.795027749268e+31       2.605141710183e+32       1.001069009593e+42       3.336896698644e+41       3.493499587214e-08       2.111088174595e+39       2.453344418394e+42       1.471635506090e-05       7.625349019360e-01 
       2.675654696639e+13       1.055785174798e-24       1.732223608997e-08       1.544615255455e+21       1.417360624251e+04       5.297247907330e-10       3.792367611108e+17       1.000113105153e-08       1.410260472253e+42       4.695725628763e+31       2.551190803209e+32       9.735228169984e+41       3.245076056661e+41       3.493499587214e-08       2.052997832286e+39       2.385836287385e+42       1.479463354527e-05       7.585003257361e-01 
       2.657055309472e+13       1.070617900719e-24       1.744410838000e-08       1.523215599499e+21       1.417360624251e+04       5.334328642682e-10       3.766005572103e+17       1.007113896888e-08       1.371454649472e+42       4.598479995029e+31       2.498357186842e+32       9.467346068395e+41       3.155782022798e+41       3.493499587214e-08       1.996505948966e+39       2.320185762556e+42       1.487291202965e-05       7.545082187593e-01 
       2.638585212982e+13       1.085659011605e-24       1.756598067004e-08       1.502112422082e+21       1.417360624251e+04       5.371668943180e-10       3.739826784611e+17       1.014163694166e-08       1.333716637859e+42       4.503248259472e+31       2.446617722671e+32       9.206835218830e+41       3.068945072943e+41       3.493499587214e-08       1.941568540196e+39       2.256341728572e+42       1.495119051402e-05       7.505579139498e-01 
       2.620243508423e+13       1.100911435059e-24       1.768967194948e-08       1.481301615683e+21       1.417360624251e+04       5.409270625782e-10       3.713829974787e+17       1.021262840025e-08       1.297017054692e+42       4.409988715480e+31       2.395949751466e+32       8.953492788192e+41       2.984497596064e+41       3.493499587214e-08       1.888142831847e+39       2.194254476626e+42       1.502946899839e-05       7.466487581488e-01 
       2.602029303300e+13       1.116378139810e-24       1.781336322892e-08       1.460779129691e+21       1.417360624251e+04       5.447135520163e-10       3.688013877644e+17       1.028411679905e-08       1.261327325767e+42       4.318660520159e+31       2.346331083257e+32       8.707121524695e+41       2.902373841565e+41       3.493499587214e-08       1.836187226794e+39       2.133875665741e+42       1.510774748276e-05       7.427801117343e-01 
       2.583941711320e+13       1.132062136296e-24       1.793705450837e-08       1.440540969610e+21       1.417360624251e+04       5.485265468804e-10       3.662377236985e+17       1.035610561664e-08       1.226619663150e+42       4.229223676450e+31       2.297739987614e+32       8.467529604290e+41       2.822509868097e+41       3.493499587214e-08       1.785661272534e+39       2.075158285124e+42       1.518602596713e-05       7.389513482726e-01 
       2.565979852354e+13       1.147966477248e-24       1.806256477721e-08       1.420583196286e+21       1.417360624251e+04       5.523662327086e-10       3.636918805347e+17       1.042859835596e-08       1.192867043543e+42       4.141639015605e+31       2.250155184132e+32       8.234530481305e+41       2.744843493768e+41       3.493499587214e-08       1.736525629685e+39       2.018056617569e+42       1.526430445150e-05       7.351618541797e-01 
       2.548142852387e+13       1.164094258287e-24       1.818989403546e-08       1.400901925140e+21       1.417360624251e+04       5.562327963375e-10       3.611637343940e+17       1.050159854444e-08       1.160043187239e+42       4.055868180039e+31       2.203555833109e+32       8.007942743204e+41       2.669314247735e+41       3.493499587214e-08       1.688742041358e+39       1.962526203861e+42       1.534258293587e-05       7.314110283939e-01 
       2.530429843483e+13       1.180448618521e-24       1.831722329371e-08       1.381493325412e+21       1.417360624251e+04       5.601264259119e-10       3.586531622582e+17       1.057510973425e-08       1.128122537665e+42       3.971873606529e+31       2.157921526423e+32       7.787589969340e+41       2.595863323113e+41       3.493499587214e-08       1.642273303371e+39       1.908523808158e+42       1.542086142024e-05       7.276982820577e-01 
       2.512839963737e+13       1.197032741162e-24       1.844455255195e-08       1.362353619414e+21       1.417360624251e+04       5.640473108933e-10       3.561600419644e+17       1.064913550239e-08       1.097080241484e+42       3.889618509764e+31       2.113232278589e+32       7.573300593593e+41       2.524433531198e+41       3.493499587214e-08       1.597083235279e+39       1.856007384329e+42       1.549913990462e-05       7.240230382097e-01 
       2.495372357236e+13       1.213849854143e-24       1.857370079961e-08       1.343479081794e+21       1.417360624251e+04       5.679956420695e-10       3.536842521990e+17       1.072367945090e-08       1.066892129242e+42       3.809066866233e+31       2.069468518011e+32       7.364907770790e+41       2.454969256930e+41       3.493499587214e-08       1.553136652209e+39       1.804936043218e+42       1.557741838899e-05       7.203847314859e-01 
       2.478026174018e+13       1.230903230743e-24       1.870466803666e-08       1.324866038815e+21       1.417360624251e+04       5.719716115640e-10       3.512256724916e+17       1.079874520706e-08       1.037534696549e+42       3.730183398453e+31       2.026611078408e+32       7.162249246798e+41       2.387416415599e+41       3.493499587214e-08       1.510399337460e+39       1.755270020806e+42       1.565569687336e-05       7.167828078293e-01 
       2.460800570028e+13       1.248196190231e-24       1.883563527372e-08       1.306510867637e+21       1.417360624251e+04       5.759754128449e-10       3.487841832091e+17       1.087433642350e-08       1.008985085782e+42       3.652933559514e+31       1.984641190422e+32       6.965167232198e+41       2.321722410733e+41       3.493499587214e-08       1.468838015867e+39       1.706970647252e+42       1.573397535773e-05       7.132167242091e-01 
       2.443694707078e+13       1.265732098508e-24       1.896660251077e-08       1.288409995609e+21       1.417360624251e+04       5.800072407348e-10       3.463596655502e+17       1.095045677846e-08       9.812210682846e+41       3.577283517952e+31       1.943540473397e+32       6.773508279423e+41       2.257836093141e+41       3.493499587214e-08       1.428420327887e+39       1.660000316785e+42       1.581225384210e-05       7.096859483476e-01 
       2.426707752808e+13       1.283514368759e-24       1.909938873723e-08       1.270559899580e+21       1.417360624251e+04       5.840672914200e-10       3.439520015395e+17       1.102710997591e-08       9.542210270625e+41       3.503200142931e+31       1.903290927328e+32       6.587123163292e+41       2.195707721097e+41       3.493499587214e-08       1.389114804411e+39       1.614322458422e+42       1.589053232648e-05       7.061899584551e-01 
       2.409838880644e+13       1.301546462125e-24       1.923399395309e-08       1.252957105210e+21       1.417360624251e+04       5.881557624599e-10       3.415610740213e+17       1.110429974574e-08       9.279639399510e+41       3.430650989738e+31       1.863874924980e+32       6.405866764819e+41       2.135288921606e+41       3.493499587214e-08       1.350890842254e+39       1.569901507496e+42       1.596881081085e-05       7.027282429733e-01 
       2.393087269756e+13       1.319831888371e-24       1.936859916896e-08       1.235598186291e+21       1.417360624251e+04       5.922728527971e-10       3.391867666547e+17       1.118202984396e-08       9.024293632474e+41       3.359604285567e+31       1.825275204168e+32       6.229597958223e+41       2.076532652741e+41       3.493499587214e-08       1.313718680336e+39       1.526702877966e+42       1.604708929522e-05       6.993003003256e-01 
       2.376452105020e+13       1.338374206571e-24       1.950320438482e-08       1.218479764086e+21       1.417360624251e+04       5.964187627667e-10       3.368289639074e+17       1.126030405286e-08       8.775974157942e+41       3.290028915609e+31       1.787474860196e+32       6.058179501052e+41       2.019393167017e+41       3.493499587214e-08       1.277569376505e+39       1.484692935488e+42       1.612536777959e-05       6.959056386744e-01 
       2.359932576982e+13       1.357177025798e-24       1.963962859008e-08       1.201598506667e+21       1.417360624251e+04       6.005936941061e-10       3.344875510500e+17       1.133912618123e-08       8.534487634989e+41       3.221894409423e+31       1.750457338453e+32       5.891477927323e+41       1.963825975774e+41       3.493499587214e-08       1.242414785002e+39       1.443838971224e+42       1.620364626397e-05       6.925437756865e-01 
       2.343527881809e+13       1.376244005833e-24       1.977787178475e-08       1.184951128266e+21       1.417360624251e+04       6.047978499648e-10       3.321624141509e+17       1.141850006449e-08       8.299646042812e+41       3.155170927593e+31       1.714206427165e+32       5.729363443607e+41       1.909787814536e+41       3.493499587214e-08       1.208227534550e+39       1.404109176379e+42       1.628192474834e-05       6.892142383043e-01 
       2.327237221260e+13       1.395578857871e-24       1.991611497942e-08       1.168534388641e+21       1.417360624251e+04       6.090314349146e-10       3.298534400705e+17       1.149842956494e-08       8.071266534333e+41       3.089829248660e+31       1.678706250293e+32       5.571709827971e+41       1.857236609324e+41       3.493499587214e-08       1.174981007042e+39       1.365472617436e+42       1.636020323271e-05       6.859165625239e-01 
       2.311059802642e+13       1.415185345245e-24       2.005617716350e-08       1.152345092438e+21       1.417360624251e+04       6.132946549589e-10       3.275605164553e+17       1.157891857189e-08       7.849171293836e+41       3.025840756323e+31       1.643941260584e+32       5.418394331703e+41       1.806131443901e+41       3.493499587214e-08       1.142649316814e+39       1.327899212065e+42       1.643848171708e-05       6.826502931795e-01 
       2.294994838770e+13       1.435067284159e-24       2.019623934757e-08       1.136380088574e+21       1.417360624251e+04       6.175877175437e-10       3.252835317331e+17       1.165997100189e-08       7.633187398522e+41       2.963177426906e+31       1.609896232756e+32       5.269297583741e+41       1.756432527914e+41       3.493499587214e-08       1.111207290492e+39       1.291359705707e+42       1.651676020146e-05       6.794149837341e-01 
       2.279041547935e+13       1.455228544434e-24       2.033630153164e-08       1.120636269623e+21       1.417360624251e+04       6.219108315665e-10       3.230223751074e+17       1.174159079890e-08       7.423146683868e+41       2.901811817089e+31       1.576556256833e+32       5.124303497728e+41       1.708101165909e+41       3.493499587214e-08       1.080630447394e+39       1.255825648794e+42       1.659503868583e-05       6.762101960759e-01 
       2.263199153858e+13       1.475673050254e-24       2.048000169452e-08       1.105110571208e+21       1.417360624251e+04       6.262642073874e-10       3.207769365515e+17       1.182378193449e-08       7.218885612699e+41       2.841717051884e+31       1.543906731620e+32       4.983299181632e+41       1.661099727211e+41       3.493499587214e-08       1.050894980465e+39       1.221269374596e+42       1.667331717021e-05       6.730355003206e-01 
       2.247466885658e+13       1.496404780937e-24       2.062188286800e-08       1.089799971411e+21       1.417360624251e+04       6.306480568391e-10       3.185471068039e+17       1.190654840803e-08       7.020245147853e+41       2.782866812869e+31       1.511933358299e+32       4.846174849843e+41       1.615391616614e+41       3.493499587214e-08       1.021977737746e+39       1.187663977686e+42       1.675159565458e-05       6.698904746191e-01 
       2.231843977813e+13       1.517427771704e-24       2.076740202028e-08       1.074701490176e+21       1.417360624251e+04       6.350625932370e-10       3.163327773623e+17       1.198989424688e-08       6.827070628362e+41       2.725235326660e+31       1.480622134174e+32       4.712823737699e+41       1.570941245900e+41       3.493499587214e-08       9.938562043438e+38       1.154983292986e+42       1.682987413895e-05       6.667747049707e-01 
