# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                 
    2       1.490294611382e-10       6.352158052275e-15       4.485228401351e-13       0.000000000000e+00 
    3       1.405969109826e-10       1.002241020904e-14       5.473201815660e-13       0.000000000000e+00 
    4       1.323872913384e-10       1.084917767406e-14       5.509679131769e-13       0.000000000000e+00 
    5       1.259850315735e-10       9.223240224424e-15       5.028277835880e-13       0.000000000000e+00 
    6       1.213598319225e-10       6.491600450331e-15       4.315433119105e-13       0.000000000000e+00 
    7       1.181867272521e-10       3.936096737678e-15       3.558703813404e-13       0.000000000000e+00 
    8       1.161342862474e-10       2.217404109746e-15       2.865290226387e-13       0.000000000000e+00 
    9       1.149494146334e-10       1.366688138581e-15       2.292674130917e-13       0.000000000000e+00 
   10       1.144129964787e-10       1.070368834315e-15       1.866037232023e-13       0.000000000000e+00 
   11       1.143954180981e-10       9.821794901094e-16       1.586455932688e-13       0.000000000000e+00 
   12       1.147887485708e-10       8.999990200647e-16       1.437463108161e-13       0.000000000000e+00 
   13       1.154811855132e-10       7.826192317228e-16       1.392022275646e-13       0.000000000000e+00 
   14       1.163816205129e-10       6.737694733444e-16       1.419763864642e-13       0.000000000000e+00 
   15       1.174983210924e-10       6.187859720198e-16       1.492516151498e-13       0.000000000000e+00 
   16       1.187983193408e-10       6.247285159651e-16       1.585961708473e-13       0.000000000000e+00 
   17       1.202002899180e-10       6.672810178367e-16       1.682128915161e-13       0.000000000000e+00 
   18       1.217088047100e-10       7.163452822537e-16       1.771175524128e-13       0.000000000000e+00 
   19       1.233334168910e-10       7.661556409421e-16       1.850241544923e-13       0.000000000000e+00 
   20       1.250197400478e-10       8.207616323335e-16       1.918794874128e-13       0.000000000000e+00 
   21       1.267800767791e-10       8.945848488325e-16       1.980435029767e-13       0.000000000000e+00 
   22       1.286136990418e-10       1.004820709380e-15       2.040730921777e-13       0.000000000000e+00 
   23       1.305095095815e-10       1.152842769898e-15       2.103605117810e-13       0.000000000000e+00 
   24       1.324353684942e-10       1.333518658490e-15       2.172229196367e-13       0.000000000000e+00 
   25       1.344107972602e-10       1.542354821904e-15       2.247216346302e-13       0.000000000000e+00 
   26       1.364511509549e-10       1.774931578517e-15       2.327501159154e-13       0.000000000000e+00 
   27       1.385372594708e-10       2.031788276708e-15       2.409537406798e-13       0.000000000000e+00 
   28       1.406320863535e-10       2.314499041085e-15       2.488493733454e-13       0.000000000000e+00 
   29       1.427458289341e-10       2.622160024472e-15       2.560720914854e-13       0.000000000000e+00 
   30       1.448936619093e-10       2.952546530122e-15       2.622317795384e-13       0.000000000000e+00 
   31       1.470800606040e-10       3.303588157858e-15       2.669277201144e-13       0.000000000000e+00 
