# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                 
    2       1.471278298333e-10       2.549959424292e-15       2.938590694122e-13       0.000000000000e+00 
    3       1.396304504448e-10       2.966306371706e-15       3.189426943913e-13       0.000000000000e+00 
    4       1.326354013447e-10       2.421183271942e-15       2.929248815324e-13       0.000000000000e+00 
    5       1.274564582825e-10       1.610888212398e-15       2.487990865627e-13       0.000000000000e+00 
    6       1.239266492765e-10       9.608183436125e-16       2.037073820402e-13       0.000000000000e+00 
    7       1.216658366838e-10       5.678433327109e-16       1.665352097220e-13       0.000000000000e+00 
    8       1.203499953365e-10       3.668797306859e-16       1.400811034007e-13       0.000000000000e+00 
    9       1.197319395215e-10       2.726903132688e-16       1.239108952997e-13       0.000000000000e+00 
   10       1.196275050536e-10       2.302416824442e-16       1.161777421541e-13       0.000000000000e+00 
   11       1.199479740607e-10       2.137255680515e-16       1.147141578604e-13       0.000000000000e+00 
   12       1.206087882079e-10       2.135971101979e-16       1.175902209601e-13       0.000000000000e+00 
   13       1.215255021798e-10       2.271679188108e-16       1.233275032639e-13       0.000000000000e+00 
   14       1.226145067949e-10       2.541584307839e-16       1.309616901220e-13       0.000000000000e+00 
   15       1.238983583167e-10       2.949983359326e-16       1.399216215682e-13       0.000000000000e+00 
   16       1.253622399418e-10       3.502279760545e-16       1.497820522744e-13       0.000000000000e+00 
   17       1.269189891739e-10       4.203736411936e-16       1.602151423466e-13       0.000000000000e+00 
   18       1.285734284535e-10       5.059579387268e-16       1.710362382999e-13       0.000000000000e+00 
   19       1.303427129347e-10       6.077655371440e-16       1.820658873436e-13       0.000000000000e+00 
   20       1.321791352128e-10       7.264475023338e-16       1.930667886396e-13       0.000000000000e+00 
   21       1.340954998494e-10       8.629448146241e-16       2.039109196631e-13       0.000000000000e+00 
