# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                 
    2       1.474211522962e-10       3.405353279495e-15       3.405761562506e-13       0.000000000000e+00 
    3       1.395843779989e-10       3.974506825903e-15       3.695730083030e-13       0.000000000000e+00 
    4       1.322689647070e-10       3.271666776394e-15       3.393137162805e-13       0.000000000000e+00 
    5       1.268414132910e-10       2.198542641599e-15       2.879116200539e-13       0.000000000000e+00 
    6       1.231226427832e-10       1.318536880339e-15       2.351290567245e-13       0.000000000000e+00 
    7       1.207319372574e-10       7.754047699471e-16       1.911900792673e-13       0.000000000000e+00 
    8       1.192610108147e-10       4.939736297565e-16       1.593776013176e-13       0.000000000000e+00 
    9       1.185381259097e-10       3.617776560658e-16       1.392962968219e-13       0.000000000000e+00 
   10       1.183891982458e-10       3.014181566731e-16       1.288800687518e-13       0.000000000000e+00 
   11       1.186096588507e-10       2.750464463994e-16       1.257043178015e-13       0.000000000000e+00 
   12       1.191946230575e-10       2.686862670202e-16       1.275707094878e-13       0.000000000000e+00 
   13       1.200319662787e-10       2.787775489309e-16       1.327373310619e-13       0.000000000000e+00 
   14       1.210728012223e-10       3.051280201313e-16       1.400397627554e-13       0.000000000000e+00 
   15       1.223101875820e-10       3.482515561057e-16       1.486989218881e-13       0.000000000000e+00 
   16       1.236603274033e-10       4.086873505986e-16       1.582430145018e-13       0.000000000000e+00 
   17       1.251856872161e-10       4.868374146478e-16       1.683878277562e-13       0.000000000000e+00 
   18       1.268019434433e-10       5.829876673530e-16       1.788355123040e-13       0.000000000000e+00 
   19       1.285074669314e-10       6.977498692872e-16       1.894361733478e-13       0.000000000000e+00 
   20       1.302871649154e-10       8.315106686546e-16       2.000326341573e-13       0.000000000000e+00 
   21       1.321455440949e-10       9.850311744115e-16       2.104491279038e-13       0.000000000000e+00 
   22       1.340617249214e-10       1.159067043163e-15       2.204896151288e-13       0.000000000000e+00 
   23       1.360459645421e-10       1.354582320552e-15       2.300763617134e-13       0.000000000000e+00 
   24       1.380935253344e-10       1.572542048086e-15       2.391519012616e-13       0.000000000000e+00 
