# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                 
    2       1.475697542803e-10       3.404676546025e-15       3.364535497771e-13       0.000000000000e+00 
    3       1.398012414211e-10       3.774329460813e-15       3.576635253121e-13       0.000000000000e+00 
    4       1.325841920037e-10       2.808945024673e-15       3.192849674896e-13       0.000000000000e+00 
    5       1.272774477980e-10       1.630002406397e-15       2.615527589269e-13       0.000000000000e+00 
    6       1.237041021056e-10       8.534489926334e-16       2.050880912148e-13       0.000000000000e+00 
    7       1.214528780385e-10       5.035065939962e-16       1.603779608254e-13       0.000000000000e+00 
    8       1.201790958222e-10       3.710649381301e-16       1.303743433765e-13       0.000000000000e+00 
    9       1.196158211073e-10       3.018462049889e-16       1.139579453068e-13       0.000000000000e+00 
   10       1.195623477902e-10       2.519696661852e-16       1.081970298905e-13       0.000000000000e+00 
   11       1.199248887236e-10       2.261380414310e-16       1.097920915518e-13       0.000000000000e+00 
   12       1.206130849041e-10       2.265505818081e-16       1.158445154788e-13       0.000000000000e+00 
   13       1.215438487455e-10       2.466800489244e-16       1.242155042048e-13       0.000000000000e+00 
   14       1.226380770172e-10       2.822963673800e-16       1.336314307793e-13       0.000000000000e+00 
   15       1.239140139208e-10       3.347854623145e-16       1.435318589315e-13       0.000000000000e+00 
   16       1.253618763954e-10       4.065386087997e-16       1.537753553964e-13       0.000000000000e+00 
   17       1.268978015668e-10       4.977245450945e-16       1.644520727666e-13       0.000000000000e+00 
   18       1.285242439951e-10       6.071772115587e-16       1.756871608301e-13       0.000000000000e+00 
   19       1.302587412732e-10       7.349931391682e-16       1.873658820868e-13       0.000000000000e+00 
   20       1.320555054464e-10       8.813845373703e-16       1.992134458002e-13       0.000000000000e+00 
   21       1.339279728890e-10       1.046572789215e-15       2.109324542582e-13       0.000000000000e+00 
   22       1.358729349821e-10       1.230771998364e-15       2.221719542540e-13       0.000000000000e+00 
   23       1.378814805299e-10       1.435113304401e-15       2.326407290139e-13       0.000000000000e+00 
   24       1.399241701717e-10       1.661118954924e-15       2.420974464828e-13       0.000000000000e+00 
   25       1.420221328013e-10       1.910495744006e-15       2.505814283055e-13       0.000000000000e+00 
   26       1.441906859397e-10       2.184956944146e-15       2.582324407008e-13       0.000000000000e+00 
   27       1.464086106988e-10       2.485574639335e-15       2.650753659079e-13       0.000000000000e+00 
   28       1.486357618516e-10       2.813224140667e-15       2.710945816842e-13       0.000000000000e+00 
   29       1.508824379312e-10       3.169052748688e-15       2.762142380817e-13       0.000000000000e+00 
   30       1.531643387421e-10       3.554287333522e-15       2.803308621177e-13       0.000000000000e+00 
   31       1.554859855026e-10       3.970101054498e-15       2.833328497270e-13       0.000000000000e+00 
