z_star	rs_rec_Mpc	D_M_zstar_Mpc	theta_star_rad	ell_star	z_d	r_d_Mpc	D_M_zd_Mpc	theta_d_rad	ell_d
1088.772291	144.510390228	13845.724845503	1.043718489572e-02	301.000000	1059.919222	147.071615827	13840.090032046	1.062649270967e-02	295.637774
