Running CLASS version v2.4.3
Computing background
 -> age = 13.795359 Gyr
 -> conformal age = 14165.045412 Mpc
Computing thermodynamics with Y_He=0.2477
 -> calling HyRec version Nov2011,
    by Y. Ali-Haïmoud & C. Hirata
1.000000e+01   2.998050e+01   3.183843e+01    1.519443e-34
9.999989e+00   2.998047e+01   3.183851e+01    1.519437e-34
9.999978e+00   2.998044e+01   3.183859e+01    1.519430e-34
9.999967e+00   2.998041e+01   3.183866e+01    1.519424e-34
9.999956e+00   2.998038e+01   3.183874e+01    1.519418e-34
9.999944e+00   2.998035e+01   3.183883e+01    1.519411e-34
9.999932e+00   2.998032e+01   3.183891e+01    1.519404e-34
9.999920e+00   2.998028e+01   3.183900e+01    1.519397e-34
9.999908e+00   2.998025e+01   3.183909e+01    1.519390e-34
9.999895e+00   2.998021e+01   3.183919e+01    1.519383e-34
9.999882e+00   2.998018e+01   3.183928e+01    1.519376e-34
9.999869e+00   2.998014e+01   3.183938e+01    1.519368e-34
9.999855e+00   2.998011e+01   3.183948e+01    1.519360e-34
9.999841e+00   2.998007e+01   3.183959e+01    1.519352e-34
9.999827e+00   2.998003e+01   3.183970e+01    1.519344e-34
9.999813e+00   2.997999e+01   3.183981e+01    1.519336e-34
9.999798e+00   2.997995e+01   3.183992e+01    1.519328e-34
9.999783e+00   2.997991e+01   3.184004e+01    1.519319e-34
9.999768e+00   2.997987e+01   3.184016e+01    1.519310e-34
9.999752e+00   2.997982e+01   3.184029e+01    1.519301e-34
9.999736e+00   2.997978e+01   3.184042e+01    1.519292e-34
9.999719e+00   2.997973e+01   3.184055e+01    1.519282e-34
9.999702e+00   2.997969e+01   3.184069e+01    1.519273e-34
9.999685e+00   2.997964e+01   3.184083e+01    1.519263e-34
9.999668e+00   2.997959e+01   3.184097e+01    1.519253e-34
9.999650e+00   2.997954e+01   3.184112e+01    1.519243e-34
9.999631e+00   2.997949e+01   3.184128e+01    1.519232e-34
9.999612e+00   2.997944e+01   3.184144e+01    1.519221e-34
9.999593e+00   2.997939e+01   3.184160e+01    1.519211e-34
9.999574e+00   2.997934e+01   3.184177e+01    1.519199e-34
9.999554e+00   2.997928e+01   3.184194e+01    1.519188e-34
9.999533e+00   2.997923e+01   3.184212e+01    1.519176e-34
9.999512e+00   2.997917e+01   3.184230e+01    1.519164e-34
9.999491e+00   2.997911e+01   3.184249e+01    1.519152e-34
9.999469e+00   2.997905e+01   3.184268e+01    1.519140e-34
9.999447e+00   2.997899e+01   3.184288e+01    1.519127e-34
9.999424e+00   2.997893e+01   3.184308e+01    1.519114e-34
9.999400e+00   2.997887e+01   3.184329e+01    1.519100e-34
9.999377e+00   2.997880e+01   3.184351e+01    1.519087e-34
9.999352e+00   2.997873e+01   3.184373e+01    1.519073e-34
9.999327e+00   2.997867e+01   3.184396e+01    1.519059e-34
9.999302e+00   2.997860e+01   3.184419e+01    1.519044e-34
9.999276e+00   2.997853e+01   3.184444e+01    1.519029e-34
