z_star	rs_rec_Mpc	D_M_zstar_Mpc	theta_star_rad	ell_star	theta_star_deg	theta_star_arcmin	100theta_star	z_d	r_d_Mpc	D_M_zd_Mpc	theta_d_rad	ell_d	theta_d_deg	theta_d_arcmin,,,,,,z	D_M_Mpc	D_A_Mpc	H_1perMpc	D_V_Mpc	D_H_Mpc	F_AP	D_M_over_r_d	D_V_over_r_d	D_A_over_r_d	D_H_over_r_d
1088.772291	144.510390228	13845.724845503	1.043718489572e-02	301.000000	0.598007	35.880399	1.043718	1059.919222	147.071615827	13840.090032046	1.062649270967e-02	295.637774	0.608853	36.531191,,,,,,0.106000	456.868941695	413.082225764	2.154635760835e-04	468.279440516	4641.155680125	0.098438616	3.106438582	3.184023225	2.808714812	31.557113547
